index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,0.68,0.32,0.7,0.859,0.88,,,,,0.1588,1.817333333,,0.966,0.275,0.55,-0.859,-0.88,,,,,0.07445,-0.327333333,,0.024,0.855,0.021666667,1.299,,,,,,-1.45325,-0.44,1.133333333,-1.67,-1.45,-0.301666667,-0.224,1.091428571,1.116666667,,,,1.176666667,0.12,-1.133333333,1.065,,0.059571429,-1.075,-0.009714286,-1.116666667,,1.083,,-0.15,-0.0962,1.133333333,0.018333333,,0.097095238,1.0825,-0.047269841,,,-1.083,0.828333333,-1.026666667,-0.340115789,-0.413333333,-0.355333333,0.716666667,-0.398431373,-0.343214286,-0.294444444,0.74,0.744285714,0.819166667,-0.061666667,0.774555556,0.097399123,0.191363636,0.159777778,0.163333333,0.23512368,0.204047619,0.265555556,-0.74,-0.744285714,0.100833333,0.285333333,0.325826797,0.250541667,0.171969697,-0.887777778,-0.88,-0.064770739,-0.943333333,-0.118888889,,0.883333333,-0.016666667,-1.052,-0.280794118,-0.211625,-1.083333333,0.943333333,,-0.129588235,,-0.133166667,0.77,-0.883333333,-0.903333333,0.77,-0.013088235,-0.108333333,,-0.943333333,0.843333333,0.114333333,,0.129833333,0.12,,,-0.77,-0.8065,0.003,,0.96,-0.843333333,-0.118666667,,-0.883333333,-0.89,,,,,-0.764666667,,-0.96,,-0.764666667,,,,,,,,,,,,,,,,,,,0.955833333,1.093333333,0.913333333,1.105,,0.97,1.103333333,,,,,,-0.955833333,-1.093333333,-0.913333333,-0.118333333,,-0.97,-1.103333333,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976666667,,,,,,,,,,,0.91,-0.976666667,,,,,,,,,,,-0.91,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,0.551,,0.598,0.71,0.966666667,0.775,,0.6,-0.42,,0.72,,-0.551,,-0.598,-0.71,-0.966666667,-0.775,,-0.6,0.686666667,0.73,-0.72,,1.150666667,0.753333333,0.771,0.934,0.7725,0.843,,0.752857143,-0.686666667,-0.73,1.104,,-1.150666667,-0.753333333,0.30275,0.049333333,-0.7725,0.157,,-0.752857143,,,0.204,,,,0.542916667,1.666666667,,0.943142857,2.425,2.130533333,2.423571429,2.966121212,1.432,3.017428571,2.266,1.253333333,0.04175,-0.987125,1.337451613,-0.743428571,-1.269,-1.225533333,-1.263571429,-2.966121212,-1.628555556,-1.832714286,-2.266,-0.143333333,-0.177583333,-0.379548077,-1.337451613,0.200396825,0.332666667,-0.905,0.17,,0.310555556,0.483329193,1.372090909,0.793333333,0.046111111,0.29500641,,0.152111111,-0.008666667,,0.263333333,,0.479682927,0.209414855,-1.372090909,0.052820513,-1.526944444,0.397216667,,0.355422222,0.23,2.04,0.458333333,2.052222222,0.441255849,0.564084524,2.467555556,-0.526153846,2.187666667,0.401167391,,0.451426984,0.906888889,0.450833333,0.441392157,-2.052222222,0.807618917,0.752362803,0.900777778,2.06,1.108649123,0.890949275,3.30137931,0.947800366,0.793111111,0.995833333,0.679668449,3.33275,0.40971262,0.497050861,0.323358974,-0.653333333,-0.149649123,-0.831520833,-1.18137931,-1.051564977,-1.368,-1.238484848,-1.026727273,-1.26525,-1.256612418,-1.413813665,-1.541692308,-0.486666667,-0.886666667,-0.091295833,-0.08,-0.218106818,0.501333333,-2.248181818,-2.146,-2.0675,-2.303657895,-2.277142857,-2.15,-2.35,-2.26,-2.34485,-2.04,-2.0372,-2.543333333,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,-0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,0.025,,,,,0.04,,,,-0.025,,,-0.025,,,,,-0.01,,,,,,,,,,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,0.113333333,,,,,,,,,,,,-0.113333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216666667,0.173333333,,,,,,,,,0.45,,0.233333333,0.263333333,0.496083333,,0.487777778,0.492,,,0.466666667,,-0.45,,-0.45,-0.065904167,-0.496083333,,-0.487777778,-0.492,0.32,,-0.128666667,0.33,0.393,,,0.0532375,0.5125,0.495,,0.606666667,-0.32,,0.172,-0.33,0.059727273,0.533333333,,0.140444444,0.004166667,0.178333333,0.445,-0.104166667,0.602857143,,0.1125,,0.213939394,0.001666667,0.733428571,0.152222222,0.209166667,0.007,0.1052,-0.5025,-0.077801587,,-0.178961538,0.48,-0.666666667,-0.535,-0.312984127,-0.279666667,-0.283833333,-0.276333333,-0.5502,0.45,-0.125055556,,-0.059252747,-0.48,,,-0.420444444,0.026333333,0.058,0.148222222,0.556666667,0.0662,0.182727273,0.52,0.192069124,,,,0.553333333,0.084166667,0.0525,0.101111111,0.013333333,-0.5162,-0.137012987,-0.52,-0.088577061,0.396666667,0.47,,-0.553333333,-0.176547619,-0.5525,-0.653333333,-0.57,,-0.112380952,0.327166667,-0.235444444,-0.396666667,-0.47,0.396666667,,0.048593074,0.452266667,,,,0.110777778,0.097833333,0.183555556,,0.423333333,-0.396666667,,0.104454545,0.102733333,,,0.456666667,0.089222222,-0.425,0.040777778
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553333333,,,,,0.372,,,,,0.43,,-0.553333333,0.509333333,0.5,0.443666667,,0.123,,,,0.600333333,-0.43,,,-0.509333333,0.2115,-0.443666667,0.646666667,-0.495,,,,-0.035333333,0.56,,0.635,0.7175,-0.0704,,0.039333333,0.5874,0.6346,,,0.121666667,-0.56,,0.061666667,-0.7175,0.0389,0.602,-0.008,-0.5874,-0.0046,,,-0.686666667,,,0.083333333,0.883333333,-0.68,-0.602,-0.678,,-0.63,,,,,0.53,-0.305,-0.883333333,0.5549,0.573333333,0.613636364,0.813333333,0.73,,0.672,0.633333333,0.649666667,0.136375,0.15,0.774285714,0.2771625,-0.573333333,0.610454545,-0.813333333,-0.73,0.763333333,-0.672,0.246666667,0.171222222,-0.666375,-0.625,0.119047619,-0.0020625,0.903333333,-0.359924242,,,-0.338333333,,-0.88,-0.134573099,,,-0.893333333,-0.261,-0.903333333,-0.2275,,,-0.425,,0.506666667,-0.149952153,,,,-0.026777778,,-0.118333333,,,,,-0.506666667,-0.123030303,,0.496666667,,-0.08,,-0.518333333,,0.556666667,0.556666667,,0.50875,0.145,,-0.496666667,,0.083777778,,,,0.173333333,-0.556666667,,-0.50875,0.221666667,,,,-0.546,0.667666667,,,-0.73,0.612666667,,,-0.78,,0.41,,,-0.667666667,,,,-0.612666667,,,0.41,,-0.41,,0.343333333,,,0.333333333,,,,,-0.071666667,0.316666667,,,0.01,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,0.15,,,,0.275,,,-0.15,0.37,0.375714286,,,-0.15,,,,-0.275,,,,0.17,0.212063492,0.581333333,0.574714286,0.593333333,0.643333333,,,0.77125,0.715714286,0.68,,-0.54,0.115746032,-0.581333333,0.142160714,-0.593333333,0.027166667,0.743333333,0.755,0.112596154,0.206593407,0.145,,,0.237031746,,0.244236111,1.03,-0.6705,0.17,-0.755,0.17894332,0.327692308,0.415,,,0.226444444,1.1825,0.223555556,0.173333333,,0.243333333,,0.484028708,0.244444444,0.24,1.53,,0.325857143,0.27,0.264745098,-1.203333333,1.462142857,-1.156666667,,0.149703557,0.245055556,-1.48,0.241666667,,0.415142857,-1.4525,0.513366013,1.83,-1.462142857,1.963333333,,0.685363975,0.6477,2.286666667,-1.771666667,2.340592593,0.38847619,2.341666667,0.294746032,-1.83,2.25,-1.963333333,2.287777778,-0.034668323,0.283514286,-2.286666667,,0.286074074,0.231809524,0.176666667,0.121887955,,-2.25,2.273333333,0.007222222,0.363076726,-0.026825397,,,-2.626666667,0.14615873,0.735666667,0.040588235,,,-2.273333333,-2.295,-0.026722689,0.186944444,,2.81,,0.13984127,-3.254,0.447333333,,2.493333333,,2.931666667,0.104761905,0.78458046,3.523333333,0.58,3.557666667,0.683828571,3.393666667,0.380777778,3.056125,0.84,3.114444444,0.285,0.442092199,-0.257413793,-3.523333333,-3.39,-3.557666667,-0.242755311,-3.393666667,-0.058111111
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034666667,,0.034666667,,,,,,,,,,-0.034666667,,-0.034666667,,,,,,,,,,,,,,0.115,,,,,,,,,,,,-0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.506666667,,,0.577,0.58,,0.58,,,,,-0.47,0.254,0.68,0.852666667,-0.577,-0.58,,-0.58,,,,,,-0.760666667,-0.68,-0.852666667,,,0.716666667,0.77,,,0.64,,,0.823333333,,,,0.791666667,0.043333333,0.006666667,,,-0.64,,,-0.823333333,,,,-0.195,-0.76,-0.196666667
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,-0.14,,,,,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,,,,,,,,,,0.385,,-0.305,,,,,,,,0.78,,-0.385,,,,,1.326,1.145,1.31,0.91,1.145,-0.451666667,,0.2925,,,,,-1.326,-1.145,-1.143333333,-0.91,-1.145,-0.328333333,,-0.2925,0.13,,0.15,,0.385,0.385,-0.166666667,,,,,,0.42,,-0.15,,-0.385,0.018,,,,0.48,,,-0.55,,,,,-0.067,,,,-0.48,0.3,,,,,,,-0.336,,,0.39,0.39,-0.3,,,,,,,0.392666667,,,-0.39,-0.39,,,,0.39,,,,0.094,,,,,,,,-0.39,,,0.622,-0.486666667,,,,,,,,,,,-0.135333333,,,,,,,,,,,,-0.486666667,0.812222222,,0.843333333,0.776666667,0.811111111,,0.776666667
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,,-0.325,,,,,,0.113333333,,,,,,,,,,,,-0.113333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0235,,,,,,,,,,,,-0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043333333,,,,,,,,,,,,-0.043333333,,,,,,,,,-0.16,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093333333,,,,,,,,,,,,0.093333333,,,,,,,,,,0.556666667,,,,,,,,,,,,-0.556666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443333333,,,,0.673333333,,0.693333333,0.73,0.820555556,0.761666667,0.801851852,,0.290555556,0.684666667,,0.779655172,0.123333333,,-0.693333333,0.01625,-0.010055556,0.105,0.034814815,0.783333333,0.077777778,0.285333333,,0.180344828,-0.796666667,1.045,1.013333333,-0.74625,0.212833333,0.1375,0.175555556
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,0.27,-0.92,,,,,,,,,,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0.33,0.494666667,0.469411765,,0.507272727,0.5425,0.481666667,,,0.78,0.743333333,0.49,0.405,-0.494666667,0.063921569,,-0.507272727,-0.5425,0.033666667,0.666733333,0.720166667,-0.064166667,-0.456666667,-0.823333333,-0.415904762,0.320333333,-0.223,0.317083333,0.302,0.27,-0.190666667,-0.666733333,-0.379611111,-0.415833333,0.028666667,0.326666667,-0.319095238,-0.013666667,-0.310333333,-0.317083333,-0.302,-0.27,-0.324666667,,-0.340555556,-0.3,-0.315333333,-0.023333333,0.313333333,0.006666667,0.308333333
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,,,,,,,,0.330333333,,,,-0.392,,,0.283333333,,,,,0.035,,,,0.296,,0.3965,0.145666667,0.445,,0.309333333,0.217,-0.365333333,0.325,,,-0.296,,-0.3965,-0.229,-0.445,,-0.309333333,-0.217,,-0.325,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445,0.415,,,0.166666667,0.33,0.33,,,0.412,,0.41,-0.445,0.027,,,-0.166666667,-0.33,-0.053333333,,,-0.1995,,-0.41,,-0.442,,,,,-0.276666667,,,-0.0525,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,0.743333333,0.743333333,,,,0.749166667,0.7815,0.759666667,1.29,1.41,1.5015,,1.156666667,-0.743333333,1.395142857,1.1032,,-0.749166667,-0.7815,-0.759666667,-1.29,-0.428888889,0.101833333,,-0.175,1.876333333,-1.395142857,0.652355556,,,,,,-1.471111111,-0.48,,-1.725,-1.876333333,,-1.755555556
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,0.23,,0.39,,0.973333333,0.885,0.964,0.973333333,0.78,,,0.995,0.82,1.065,-0.96,,-0.146666667,-0.885,-0.154,-0.973333333,-0.78,,,-0.083333333,-1.05,-1.065,,,-0.826666667,,-0.81,,,,,-0.911666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.133333333,,,,,,,,,,,,-1.133333333,,,,,,,,,,,,,0.873333333,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.608,1.432,1.78,1.1655,,1.835,,2.226666667,2.32,2.663333333,2.876666667,2.722333333,1.744,-1.432,-1.78,0.617833333,1.548,-0.271692308,,-2.226666667,-2.32,-1.143333333,-2.876666667,-2.722333333,-3.352,1.2175,1.342857143,-0.245208333,-0.374666667,-0.202131222,,1.38,1.09,-1.52,,1.42,,-1.2175,-1.342857143,-0.263125,-1.173333333,-0.029509804,,-0.32,-1.09,,1.365,-0.237333333,1.272545455,1.322083333,1.43,-0.238333333,,-0.396666667,,-0.325,,0.623333333,-1.365,-1.182666667,-0.898545455,-0.892333333,-1.43,-1.036666667,0.643333333,-0.389545455,,-0.275,0.46,-0.125333333,0.700304348,0.804,0.497321429,0.478416667,1.214333333,1.3,0.344666667,0.701073232,1.391444444,0.844958333,0.96,0.993111111,0.872362319,0.862666667,1.026591615,1.206395833,0.789,0.688888889,0.998235294,0.679779915,-1.391444444,0.360991667,0.411666667,-1.491111111,-0.512666667,-0.36,-0.596118926,-0.838432065,-0.7605,-1.988888889,-0.754013072,-0.759122507,1.076666667,-0.628158333,-1.831666667,,-1.06,-1.306666667,-0.141651261,-0.151463768,-0.3175,,-0.341111111,-0.335899471,-0.325,-0.275013889,0.814444444,0.773222222,0.887666667,0.89,-0.110835165,-0.152666667,0.171,1.096333333,0.176138889,0.264483516,-0.751666667,0.498452991,0.538888889,-0.773222222,-0.887666667,-0.89,0.321567308,0.577538462,0.637,0.515333333,0.424416667,0.316958042,1.293333333,-0.019980769,-1.353333333,,,,-0.420875,-0.590788462,-1.733333333,-0.748041667,-0.912166667,-0.883977273,-0.826333333,-0.885,0.42625,0.4325,0.434444444,0.59,-0.194166667,-0.09425,0.863333333,-0.026958333,0.392351852,0.539216667,0.619538462,0.754783898,0.639903846,0.700016129,0.699678363,0.508333333,0.537840136,0.391382353,0.462820513,0.366666667,-0.971851852,0.076226882,0.098006993,-0.044815148
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,,,,,,,,,,,,-0.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,0.02,,,,,,,,-0.06,,,,0.16,,,,,0.3,,,,,,,-0.18,0.185,,,,-0.3,0.836666667,,,,,,,-0.185,,,,,-0.836666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.213333333,,,,0.224,0.242,,,,,,,-0.213333333,,,,-0.224,-0.242,0.793333333,,,0.728333333,0.82,,,,,0.876666667,,0.976111111,0.79,1.39,,-0.728333333,-0.82,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4145,,,,,,,,,,,,-0.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8265,1.66,,1.07,,,,,1.315,1.523333333,,1.6725,-0.8265,-1.66,,-1.07,,,,,-1.315,-1.108333333,0.676666667,-1.0925,,1.344,1.440818182,1.318181818,,1.504,1.26,,,-0.415,-0.676666667,0.786,,-1.344,0.624181818,0.388484848,,0.242666667,-1.26,,,,,1.167333333,1.95,,-2.065,-0.011666667,,-1.746666667,,,,,,-0.938333333,-1.95,,,-1.695,,,,,2.32,,,-1.595,,,,2.603333333,,2.603333333,,1.916666667,-2.32,2.145555556,1.95,3.008,3.713333333,,,-0.923333333,2.146666667,-2.603333333,2.146666667,-0.556,,-2.145555556,-0.279090909,-1.633333333,-3.713333333,,,-1.68,-0.688666667,1.345,-0.823333333,-1.360666667,,1.148333333,-0.376853535,-0.077166667,,,,1.064444444,-1.458,-0.470555556,-1.323333333,,1.108333333,-1.148333333,-1.294055556,-1.2975,0.976666667,,,-1.064444444,,0.185555556,,,-1.108333333,,1.493333333,,1.273333333,,,2.226666667,,1.19
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,0.79,-0.66,,,,1.003333333,0.845,1.106666667,1.114636364,,,,0.083555556,,0.679333333,,,-1.003333333,-0.845,-1.106666667,-0.510469697,0.36,0.429166667,0.449071429,-0.873555556,,-0.139333333,0.235,,,0.575,0.78425,-0.604166667,-0.36,-0.429166667,-0.449071429,0.586333333,,-0.54,-0.235,,,0.457,-0.78425,,,,,0.218666667,,,,,,0.387,1.780555556,,,,,-0.262,,0.41,,,,-1.419,-1.040555556,,,,1.131666667,0.643666667,1.273333333,0.463333333,,1.071666667,,1.054,0.192,1.096666667,,,-1.131666667,-1.186666667,-0.39,-0.873333333,,0.025,,-1.054,-0.242,-1.096666667,,,,0.71,-0.883333333,,0.41,-0.686666667,0.686666667,,0.145333333,,0.816666667,,,0.115333333,,0.822444444,-0.41,0.424,-0.686666667,0.813333333,-0.163111111,,-0.816666667,,0.706666667,-0.213666667,,-0.822444444,,-0.834,,-0.813333333,-0.672222222,,,,-0.706666667,-0.611666667,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,-0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.196666667,,,0.263333333,0.263333333,0.286666667,,,,,,-0.52,-0.196666667,,,-0.263333333,0.249833333,-0.286666667,,,0.546,,0.443333333,,,,0.136666667,,-0.513166667,,,,-0.546,,-0.443333333,,,0.186666667,-0.136666667,,,,,,,,,,,-0.186666667,,,,,,,,,,0.18,0.153333333,,,,,0.473333333,,,,,,-0.18,-0.153333333,,,,,-0.473333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570666667,,,0.866666667,1.076666667,1.5,,,,,,0.81,0.429333333,2.266666667,1.902,-0.866666667,0.43,0.066666667,1.699357143,,,,1.306666667,-0.81,0.01875,-2.266666667,-1.587,,-1.506666667,-1.301666667,-1.699357143,0.315,,0.656666667,-1.306666667,0.29,-0.59575,,0.00375,,,0.008333333,,0.09,0.505666667,-0.656666667,,-0.29,-0.081,,0.06175,0.418333333,0.29,-0.273333333,,-0.405,-0.143196078,,,,-0.1905,,-0.1855,-0.418333333,-0.29,,,,-0.209470588,,,,-0.1515,,-0.195,,0.198333333,0.266666667,,,0.317,0.596666667,,0.596666667,0.461333333,,0.345555556,,-0.198333333,-0.266666667,,0.458333333,-0.113333333,-0.596666667,,-0.596666667,-0.461333333,,-0.345555556,,0.565,,0.570833333,-0.458333333,0.276666667,,0.913333333,,0.913333333,,0.773333333,0.913333333,0.298333333,0.633333333,0.0625,,0.086666667,0.716333333,-0.913333333,0.813333333,-0.221666667,0.713333333,-0.083333333,-0.913333333,-0.863333333,-0.633333333,0.19,,-0.72,-0.716333333,,-0.813333333,-0.691666667,-0.713333333,-0.69,,,,-0.823333333,,,,,,,,
