index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct
600984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.343333333,,,,,,,,,,,-0.36,-0.343333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286666667,0.286666667,,,,,0.325,0.386666667,,0.38,0.352777778,0.39,0.1,-0.286666667,0.386666667,0.310333333,,,-0.325,-0.386666667,0.383333333,0.003333333,0.030555556,-0.39,-0.386666667,,0.048333333,0.146333333,0.340666667,,,0.523333333,0.123333333,0.088888889,0.105,,0.523333333
600985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,,,,,,,,,,,,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546666667,,,0.766666667,,,,,,,0.685,0.696666667,-0.546666667,,,-0.766666667,,,,,,,-0.685,-0.696666667,,,,,,,,,,,,,,,,,,0.413333333,,0.407333333,0.598,0.606666667,,,,,0.738,,,-0.413333333,,-0.407333333,-0.598,-0.606666667,,,,,-0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.936666667,,,0.936666667,,,0.703333333,0.871111111,0.446666667,,0.43,-0.77,-0.534166667,,0.84,0.725555556,1.756666667,1.698333333
600986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365,,,,,,,,,,,,-0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,0.833333333,0.655,-0.04,0.57,,0.783333333,0.7905,,,,0.57,,-0.833333333,-0.016961538,0.108333333,0.076666667,0.742214286,-0.069666667,-0.7905,0.71,0.7,0.62,-0.57,0.686666667,0.798333333,0.259294872,0.157222222,0.373333333,-0.742214286,0.06325641,,-0.71
600987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383333333,,0.433333333,,,0.461666667,,,0.51,0.533333333,0.597416667,0.536,0.256666667,,-0.433333333,0.622666667,0.706666667,0.2,,,0.116666667,-0.533333333,0.246333333,-0.536,0.21,,0.883666667,0.18095,-0.706666667,0.137444444,0.746666667,,-0.626666667,,-0.84375,0.864625,-0.85,0.766666667,-0.883666667,-0.0357,,-0.048111111,-0.746666667,,,,,0.002486111,0.883333333,-0.766666667,,-0.16225,,-0.145333333,,,,,0.811333333,-0.054311111,-0.883333333,,0.87975,0.297111111,,0.286833333,,0.926666667,,0.952083333,0.186192982,0.106563636,1.083333333,,-0.87975,-0.046177778,,-0.023277778,0.873666667,-0.926666667,,0.103694444,0.085935223,0.147436364,0.092333333,1.148,,0.142517647,1.203333333,0.136944444,-0.873666667,,,-0.095333333,0.029400531,0.049611765,-1.175666667,-0.044666667,,0.054709939,-0.228333333,0.025166667,,,,-0.960444444,-0.063450304,-0.069745098,1.055,-0.033333333,,0.026760649,-0.975,0.054666667
600988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4345,0.3195,,,,,,,,,0.09,,-0.4345,-0.3195,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,0.84,0.973333333,0.863333333,,,,,-0.84,,0.863333333,0.863333333,,-0.84,-0.973333333,-0.863333333,0.91,0.91,,,,0.5175,-0.863333333,-0.41,0.56,,,,-0.333333333,-0.3782,0.578333333,0.509166667,0.578333333,-0.5175,,-0.453333333,-0.12,0.44,0.490833333,0.44,-0.115238095,-0.020966667,-0.578333333,-0.509166667,-0.578333333,0.46,,0.461666667,-0.44,-0.44,-0.490833333,0.013333333,-0.461428571,-0.510833333,0.683333333,,0.817666667,0.257166667,,-0.461666667,,,,-0.453333333,,,-0.4,,-0.817666667,-0.717166667,,
600990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545,,,,,,,,,,,0.366666667,-0.545,,,0.353333333,,,,,,,,-0.366666667,0.485,,,0.106666667,,,,,,,,,-0.485,,,-0.46,,,,,,,0.486666667,,,,,,,,,,0.606666667,,-0.486666667,0.53,,,,0.53,0.981666667,0.536666667,,,-0.606666667,,,-0.53,,,,-0.056666667,-0.981666667,-0.536666667,0.34,,,,0.648333333,,0.636666667,,0.49,-0.473333333,,,-0.34,,,0.57,-0.648333333,0.706666667,-0.013333333,,-0.49,,,,,,,-0.57,,-0.706666667,-0.623333333,,,0.61,0.61,,0.771666667,,0.656666667,0.656666667,,,0.761,,0.765,0.316666667,0.31,0.92,-0.771666667,,0.303333333,-0.656666667,1.271111111,,-0.761,,-0.765,-0.926666667,-0.92,-0.92,,,-0.96,,0.261930556,2.147166667,1.536666667,,,1.48136,,1.298888889,1.486666667,1.28,1.607166667,,0.232927083,-0.723833333,0.306666667,1.963333333,1.263333333,0.340454815,1.375,0.532468254,0.430161905,0.7,0.052583333,,0.43803125,0.562766667,0.236666667,-0.133333333,0.606666667,0.163551039,0.53125,-0.026044643
600991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936,0.8,,,,,,,,,0.31,,-0.936,-0.8,,,,,,,,,-0.31,,,,,,,,,,,,,,,,,,0.54,,,,,,,,0.58,,0.5425,0.524444444,-0.54,0.526666667,,,,,0.4,,-0.223333333,,-0.5425,-0.227444444,0.216666667,-0.526666667,0.283333333,,0.263333333,,-0.4,0.705555556,0.49,,0.872,0.543,0.713333333,,-0.283333333,,-0.263333333,,0.746,-0.705555556,-0.336666667,,-0.872,-0.84,-0.93,,,0.85,,,-0.746,,-0.51,,,,,,,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267,,,,,,,,,,,,-0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,-0.29,,,,,,,,,,,,0.24,,,,,,,,,,,,-0.24,,,,0.19,,,,,0.228,,0.19,,,,,-0.015,,0.175,,,-0.228,,-0.19,,,,,-0.175,,-0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003333333,0.965,,,0.93,,,,,,,1.346,-1.003333333,-0.965,,,0.195,1.125,1.246666667,1.48,,,,-1.346,,,1.568,1.63,-1.125,-1.125,0.475,-1.48,,,,,,,-1.568,-1.63,,,0.171666667,,1.893333333,1.85,,1.49,,,,1.113166667,,,-0.752333333,,-1.893333333,-1.85,,-0.346666667,1.216666667,1.35,1.01,-0.265666667,0.695666667,,-0.054333333,0.8875,,,,0.189607843,0.207777778,-1.35,-1.01,0.4565,0.6838,1.293333333,0.187777778,0.5925,1.48,,,0.064928389,-0.201944444,0.63,0.893333333,-1.304,-0.597466667,-1.293333333,-0.538333333,-0.748333333,-0.746666667,0.766666667,,-1.397869565,-0.4575,0.214,-0.153333333,,-0.022933333,0.665,0.007288889,-0.731666667,-0.733333333,-0.057333333,,0.744,0.149833333,-0.227333333,-0.74,,0.056377778,-0.665,0.082266667,,,-0.709333333,,0.032666667,-0.164333333,-0.616666667,,0.696666667,-0.094361111,,-0.065166667,0.703333333,,,,-0.776666667,-0.7505,1.071,0.783333333,-0.696666667,-0.037416667,,-0.009166667,-0.703333333,,,,0.652777778,,-0.368666667,-0.783333333,,-0.042888889,,-0.751333333,,,,,-0.652777778,0.771666667,-0.702333333,,0.776666667,-0.640777778,,,,,,,,-0.771666667,,,-0.776666667,,,
600995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516666667,,,,,,,,0.65,,,,-0.516666667,0.323333333,,,,,0.475,,-0.65,0.525,,,0.603333333,0.201666667,0.42,,,,-0.475,,,-0.525,,,-0.603333333,-0.048333333,-0.42,,0.476666667,,0.605555556,0.62,0.752857143,,,0.511666667,0.543333333,0.074761905,0.535588235,,0.03,0.516666667,-0.605555556,-0.62,-0.752857143,0.444444444,0.3275,-0.511666667,-0.133333333,-0.072539683,-0.099963235,0.436666667,-0.06,-0.516666667,0.433333333,,,-0.04,-0.3275,0.373333333,-0.41,-0.478888889,-0.048236111,-0.436666667,-0.041111111,,-0.433333333,,,0.005555556,0.3975,-0.373333333,,,0.058611111,,0.012444444,,,,,-0.046,0.0325,,,,-0.07,,-0.048,,,,,-0.364,-0.43,,,,-0.376,,-0.06,,,,,0.28,,,,,0.4,,-0.31,,,,,-0.28,0.266666667,,,,-0.121666667,,,0.278333333,,0.29,,,0.004222222,,0.311666667,,-0.021,,0.283333333,-0.278333333,,-0.29,,0.34,-0.270888889,,-0.311666667,,0.319333333,,-0.283333333,,,,,0.15,,,,,-0.576666667,,
600996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5575,,,,,0.483333333,,,,,,,-0.5575,0.513333333,,,,-0.483333333,,
600997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466785714,,,,,,,,,,0.60625,,-0.466785714,,0.686666667,0.623333333,,,0.78,,,,-0.60625,,,,0.1,-0.623333333,,0.71,-0.78,,,,,,1.396,,-0.786666667,1.173333333,1.393333333,0.707777778,1.42,,,1.57568,1.575,2.021916667,0.937333333,,2.604285714,1.515030303,-0.213333333,0.253555556,-0.376666667,1.589,,-1.57568,-0.245,-0.746916667,-0.28,0.915,-1.674285714,-1.73742921,-1.18,-0.728833333,-0.02,-1.589,0.843333333,0.915,-0.138952174,-0.120130435,-0.885,-0.915,-0.03,-0.094001093,,-0.165833333,-0.285733333,0.87,0.066666667,-0.115,-0.285881159,-0.200525121,-1.168333333,0.88,-0.9,0.049366667,0.892222222,0.037333333,-0.7376,-0.87,-0.91,0.03,-0.169666667,-0.201011111,0.75,-0.88,,-0.2419,-0.892222222,-0.5465,,,,-0.444444444,-0.7355,-0.753333333,-0.3635,,,-0.441870588,,0.014576923,0.193333333,,,-0.385555556,,0.129,-0.3865,,,-0.054529412,,-0.14974359,-0.193333333,,,,0.044,-0.180333333,,,,-0.3835,,-0.132333333,-0.411666667,,,,-0.349666667,0.016,,,,0.367833333,0.523666667,0.437888889,0.655,0.523666667,0.532333333,,0.305666667,0.375333333,0.366666667,,,0.263333333,-0.031555556,-0.146555556,0.100666667,-0.523666667,-0.532333333,,0.437083333,0.181111111,0.113333333,,,0.396555556,0.232888889,0.657
600998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356666667,0.352820513,0.385,,,,,0.438,,,,0.388166667,-0.356666667,-0.032820513,-0.385,0.326666667,,,,-0.079666667,0.356666667,,0.36,-0.388166667,,0.116666667,,-0.326666667,0.38,0.361333333,,0.032333333,-0.356666667,,-0.36,0.47,,0.033333333,,,-0.38,0.065333333,,0.048761905,0.46,,,0.025,0.465,0.016666667,0.406666667,0.443333333,0.433333333,-0.426666667,,0.040571429,0.056666667,,,-0.495,-0.465,0.03,-0.406666667,0.073333333,0.036666667,,,0.118740741,0.13,,1.245555556,0.718380952,0.715,0.189458333,0.666666667,0.135333333,-0.47,,,0.269441077,-0.646666667,,-0.357777778,0.192244048,0.226666667,0.22350463,-0.666666667,0.194166667,0.866666667,0.866666667,0.848333333,0.103318182,0.963333333,,-0.887777778,0.056743421,-0.941666667,0.029703704
601000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431175,0.414,0.55125,,0.462636364,0.5,,,,0.439666667,0.539333333,,0.211758333,0.3135,0.070083333,0.516666667,0.119030303,-0.5,0.824444444,0.768888889,,0.294190476,0.228444444,,0.042066667,0.0325,0.030484848,-0.516666667,-0.216212121,0.395833333,-0.457777778,-0.418888889,,-0.294590476,-0.337777778,0.5,-0.685,-0.76,-0.204318182,,0.145656566,-0.395833333,-0.366666667,-0.35,,0.075733333,0.0025,-0.5,,,0.0725,0.63,-0.069111111,0.45,,,0.57,-0.515,0.1175,,,,0.07,-0.63,-0.442,-0.45,,0.523333333,-0.57,,-0.205,,,,-0.2532,,,,,-0.523333333,,0.35,0.014411765,0.37,,,0.046836364,,0.355,,,,,0.053333333,0.019159664,-0.37,,0.265,-0.096363636,,-0.355
601001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659285714,0.779666667,0.66,,0.8,,,,,,,0.995,-0.659285714,-0.779666667,-0.66,,-0.8,0.73,0.913333333,0.77,,,,0.277,1.223333333,,1.956666667,2.006,2.293333333,1.220909091,0.583333333,-0.77,1.32,1.79,2.246416667,0.948,-1.223333333,2.44,0.197529412,0.349333333,-0.224242424,0.210519481,-1.496666667,2.066,-1.32,-1.79,0.354681694,-0.155,2.173333333,-2.44,-1.132401634,-2.355333333,-1.237290909,-1.323095238,,-2.066,,0.806666667,-1.477765027,-2.065,-2.173333333,,-0.094102137,1.02,0.071533333,-0.838333333,,,0.903333333,0.038333333,-0.233333333,0.6644,,,-0.455339367,-1.02,-0.715111111,,,,-0.903333333,-0.845,-0.960333333,-0.6644,,,-0.529019608,,-0.169888889,,,,,,0.070333333,,,,0.056666667,,-0.018333333,,,,,,-0.356,,,,-0.826666667,-0.356666667,,,,,,,0.356,,,,0.826666667,0.356666667,,,,,,,0.303333333,0.096666667,,0.318625,0.380333333,,0.425,,,,,,0.135555556,0.25,,-0.318625,0.104666667,0.666666667,-0.425
601002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,,,,,,,,,,0.203333333,,-0.198,,0.202888889,,0.153333333,0.261666667,,0.235,,0.296666667,0.031666667,,,0.234,-0.202888889,0.310625,0.156666667,0.055,0.34,0.027,,-0.076666667,-0.022666667,,0.173333333,-0.234,0.228,-0.310625,-0.31,0.016904762,0.038363636,0.130555556,,0.270166667,0.295393939,0.560555556,0.358333333,0.52,0.3425,0.655,,0.269761905,-0.378363636,-0.052555556,,-0.310166667,-0.507727273,-0.560555556,-0.531666667,-0.52,-0.5705,-0.655,,-0.603333333,,-0.238333333,,-0.18,,,,,,,,,,-0.101666667,,,,,,,,,,,,,0.343333333,0.286666667,,0.31,,,,,,,,,-0.343333333,-0.286666667,,-0.31,,,,,,,,,,,,,,,,0.16,,,,,0.233333333,0.233333333,,,,,,-0.16,,,,,-0.233333333,-0.233333333
601003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083333333,,,,,,0.793333333,,,,,,-1.083333333,,0.8325,,0.393333333,,-0.476666667,,0.078333333,,0.106666667,,,,-0.685833333,,-0.393333333,0.563333333,0.113333333,,-0.078333333,,-0.106666667,0.496666667,0.426666667,,0.292333333,,,-0.563333333,0.206666667,,0.420909091,,,-0.096666667,-0.426666667,,-0.028,,,,-0.371212121,,-0.232242424,,,-0.4,,0.326666667,-0.239,0.273333333,,,-0.139204545,,-0.175333333,,0.176666667,0.143333333,,-0.326666667,-0.056,-0.273333333,,,-0.04125,,0.052,,-0.176666667,-0.028333333,,,-0.006,,,,0.082,,0.040333333,0.105666667,,-0.115,0.101333333,,-0.012,,,,-0.179333333,,-0.254666667,-0.269,,-0.129666667,-0.101333333,,-0.090888889,0.23,,,0.065333333,,0.149,0.163333333,,0.129666667,,,-0.007111111,-0.23,,,1.020333333,0.818888889,0.876666667,,,1.183333333,,,1.555555556,1.376666667,1.838,1.646,0.725,-0.818888889,0.883333333
601005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286666667,,,,0.355,,,,0.366666667,,,,-0.04,,0.311111111,,-0.355,0.523333333,0.461666667,,-0.366666667,,,,0.033333333,,-0.046666667,0.34,,-0.523333333,-0.164333333,,0.273333333,,,,-0.216,,-0.067777778,-0.34,0.318333333,,-0.064733333,,-0.218333333,,,,-0.064,0.1276,-0.190166667,0.116666667,-0.318333333,,-0.129266667,,0.008333333,,,,,-0.1276,-0.0065,0.067833333,,,-0.306666667,,-0.513333333,,-0.042,-0.451333333,,,,-0.1845,,,-0.06,,0.45,-0.563333333,0.042,0.451333333,,,,,,,0.263333333,,,0.563333333,,,,,,,,,,-0.505,,,,,,0.023333333,,,,,,0.505,,,,,,-0.023333333,,,,,,,,,,,,0.183333333,0.16,0.158090909,,,0.166,,
601006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381545455,0.38,0.37,0.395454545,0.386,,,,0.433333333,,0.516666667,0.54,-0.381545455,0.17,0.213333333,0.174815725,0.218833333,0.602666667,0.6346,0.591666667,0.159333333,0.623696429,0.152666667,0.14,0.658888889,0.096923077,0.065738095,0.045883576,0.028222222,-0.602666667,-0.071266667,-0.591666667,-0.062666667,-0.121196429,-0.17247619,-0.1658,-0.15,-0.137134615,-0.138321429,-0.078653846,-0.086084967,,0.093333333,,0.106548387,0.152928571,0.243142857,0.0958,0.178584795,0.222999417,0.26925,0.224642857,-0.546970588,0.816666667,0.199166667,0.897777778,0.279451613,0.317263736,0.266642857,-0.61,-0.687473684,0.22780303,0.186666667,0.164281385,0.87,0.103333333,0.0175,0.022222222,-0.009333333,-0.065538462,-0.106642857,0.92625,0.823333333,-0.120840909,-0.966666667,-0.104742424,-0.04,-0.11,-0.053,-0.041095238,-0.02625,0.027367893,0.002222222,0.028194444,0.086666667,0.122636364,0.916666667,0.115349432,0.076666667,0.115,0.124166667,0.102166667,-0.880416667,0.12870903,0.271111111,0.025555556,0.226666667,0.116906319,0.194583333,0.127885417,0.162857143,0.083,0.0671,0.099428571,1.186,-0.017776224,-1.173333333,-0.01,-1.136666667,-0.082792683,-1.11125,-0.125264493,-0.14322381,-1.008,-1.0116,-0.263,-1.186,-0.421843434,,-0.97,,-0.5239,,-0.379065967,-0.308085714,0.605833333,0.609222222,-0.2775,0.601035088,0.083903175,0.81855,0.80225,0.851428571,0.425864286,0.97,0.400888793,0.398452381,0.422166667,0.345020202,0.396666667,0.324520468,0.253382266,0.19570641,0.215985294,0.188763736,0.129611186,0.0232,0.027159615
601007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153333333,,,,0.276666667,,,0.295,0.26,0.28,,0.307777778,0.146416667,,0.301666667,0.316666667,-0.01,,0.276166667,-0.295,-0.26,-0.28,0.208333333,-0.062777778,-0.05475,,-0.059444444,-0.071212121,-0.023333333,,-0.001166667,0.246666667,,0.233333333,0.046666667,0.062833333,0.098333333,,-0.242222222,0.104545455,0.091466667,0.305,0.065,0.109666667,0.410333333,-0.233333333,-0.255,0.141166667,0.057777778,0.468333333,,0.08125,0.1402,-0.305,-0.34,-0.356333333,0.016333333,0.3825,,0.088285714,0.185555556,-0.046666667,,-0.098392857,-0.029,,0.3355,0.48,-0.076666667,0.010833333,,-0.096219048,-0.586666667,-0.421666667,,-0.332857143,-0.064,0.41,0.017833333,0.826666667,-0.35,-0.393333333,0.323333333,-0.081816667,0.4,0.4,,,-0.035166667,-0.41,0.048333333,-1.306666667,,,-0.323333333,-0.048138889,-0.056666667,-0.4,0.212666667,,-0.049833333,0.436666667,-0.401666667,0.140333333,0.13,,,-0.072277778,-0.08,,-0.212666667,,-0.052857143,-0.436666667,0.265666667,-0.140333333,0.073333333,,0.213333333,-0.0855,-0.056666667,,,,-0.001642857,0.271111111,-0.002333333,,-0.203333333,0.31,-0.213333333,0.158888889,-0.206666667,,0.401333333,,0.074166667,-0.271111111,-0.263333333
601008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256666667,0.333333333,,,,,0.318,,0.4,,0.353666667,,0.113333333,-0.333333333,,0.276666667,,,-0.054666667,,-0.4,,-0.353666667,0.223333333,-0.37,,,-0.276666667,0.218,,-0.263333333,,0.19,,,0.014444444,0.261666667,0.293333333,,,0.033416667,,0.266333333,,-0.19,,0.263333333,0.043472222,-0.261666667,-0.293333333,,0.363333333,0.061916667,,0.057,,,,-0.263333333,0.01575,0.29,,,-0.363333333,-0.022333333,,-0.082666667,,,0.25275,,-0.297,-0.040666667,0.249333333,,,-0.041666667,,0.008666667,,,-0.25275,,,-0.100333333,-0.249333333,,,-0.100333333,,-0.249333333,,,,,,-0.149,,,,-0.149,,0.072333333,,,,,0.067666667,0.081166667,,,,0.020666667,,-0.072333333,,,,,-0.034333333,-0.081166667,,,,-0.020666667,,,,,,,-0.033333333,,,,,,,
601010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125125,1.121,1.180526316,1.205085714,,1.194444444,1.182916667,1.152923077,1.153714286,1.203222222,1.317,1.2828,0.121125,0.271916667,-1.180526316,0.057827329,,-0.003413194,0.021188596,0.02124359,0.064619048,-0.159888889,-0.112434783,-0.16045,-0.10125,-1.392916667,,-0.618383632,,-0.60203125,-1.204105263,-1.174166667,-1.218333333,-1.043333333,-1.204565217,-0.52435,-0.535,,,-0.022362745,0.616666667,0.009333333,,0.569111111,0.6,,0.6022,-0.337,-0.61,,,-0.361166667,-0.616666667,-0.598333333,0.211,-0.569111111,-0.6,,-0.6022,-0.261,,,,-0.261,,,-0.211,,,,,,,,,,,,,,,,,,,,,,,
