index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2002/1/1 0:00,2002/2/1 0:00,2002/3/1 0:00,2002/4/1 0:00,2002/5/1 0:00,2002/6/1 0:00,2002/7/1 0:00,2002/8/1 0:00,2002/9/1 0:00,2002/10/1 0:00,2002/11/1 0:00,2002/12/1 0:00,2003/1/1 0:00,2003/2/1 0:00,2003/3/1 0:00,2003/4/1 0:00,2003/5/1 0:00,2003/6/1 0:00,2003/7/1 0:00,2003/8/1 0:00,2003/9/1 0:00,2003/10/1 0:00,2003/11/1 0:00,2003/12/1 0:00,2004/1/1 0:00,2004/2/1 0:00,2004/3/1 0:00,2004/4/1 0:00,2004/5/1 0:00,2004/6/1 0:00,2004/7/1 0:00,2004/8/1 0:00,2004/9/1 0:00,2004/10/1 0:00,2004/11/1 0:00,2004/12/1 0:00,2005/1/1 0:00,2005/2/1 0:00,2005/3/1 0:00,2005/4/1 0:00,2005/5/1 0:00,2005/6/1 0:00,2005/7/1 0:00,2005/8/1 0:00,2005/9/1 0:00,2005/10/1 0:00,2005/11/1 0:00,2005/12/1 0:00,2006/1/1 0:00,2006/2/1 0:00,2006/3/1 0:00,2006/4/1 0:00,2006/5/1 0:00,2006/6/1 0:00,2006/7/1 0:00,2006/8/1 0:00,2006/9/1 0:00,2006/10/1 0:00,2006/11/1 0:00,2006/12/1 0:00,2007/1/1 0:00,2007/2/1 0:00,2007/3/1 0:00,2007/4/1 0:00,2007/5/1 0:00,2007/6/1 0:00,2007/7/1 0:00,2007/8/1 0:00,2007/9/1 0:00,2007/10/1 0:00,2007/11/1 0:00,2007/12/1 0:00,2008/1/1 0:00,2008/2/1 0:00,2008/3/1 0:00,2008/4/1 0:00,2008/5/1 0:00,2008/6/1 0:00,2008/7/1 0:00,2008/8/1 0:00,2008/9/1 0:00,2008/10/1 0:00,2008/11/1 0:00,2008/12/1 0:00,2009/1/1 0:00,2009/2/1 0:00,2009/3/1 0:00,2009/4/1 0:00,2009/5/1 0:00,2009/6/1 0:00,2009/7/1 0:00,2009/8/1 0:00,2009/9/1 0:00,2009/10/1 0:00,2009/11/1 0:00,2009/12/1 0:00,2010/1/1 0:00,2010/2/1 0:00,2010/3/1 0:00,2010/4/1 0:00,2010/5/1 0:00,2010/6/1 0:00,2010/7/1 0:00,2010/8/1 0:00,2010/9/1 0:00,2010/10/1 0:00,2010/11/1 0:00,2010/12/1 0:00,2011/1/1 0:00,2011/2/1 0:00,2011/3/1 0:00,2011/4/1 0:00,2011/5/1 0:00,2011/6/1 0:00,2011/7/1 0:00,2011/8/1 0:00,2011/9/1 0:00,2011/10/1 0:00,2011/11/1 0:00,2011/12/1 0:00,2012/1/1 0:00,2012/2/1 0:00,2012/3/1 0:00,2012/4/1 0:00,2012/5/1 0:00,2012/6/1 0:00,2012/7/1 0:00,2012/8/1 0:00,2012/9/1 0:00,2012/10/1 0:00,2012/11/1 0:00,2012/12/1 0:00,2013/1/1 0:00,2013/2/1 0:00,2013/3/1 0:00,2013/4/1 0:00,2013/5/1 0:00,2013/6/1 0:00,2013/7/1 0:00,2013/8/1 0:00,2013/9/1 0:00,2013/10/1 0:00,2013/11/1 0:00,2013/12/1 0:00,2014/1/1 0:00,2014/2/1 0:00,2014/3/1 0:00,2014/4/1 0:00,2014/5/1 0:00,2014/6/1 0:00,2014/7/1 0:00,2014/8/1 0:00,2014/9/1 0:00,2014/10/1 0:00,2014/11/1 0:00,2014/12/1 0:00,2015/1/1 0:00,2015/2/1 0:00,2015/3/1 0:00,2015/4/1 0:00,2015/5/1 0:00,2015/6/1 0:00,2015/7/1 0:00,2015/8/1 0:00,2015/9/1 0:00,2015/10/1 0:00,2015/11/1 0:00,2015/12/1 0:00,2016/1/1 0:00,2016/2/1 0:00,2016/3/1 0:00,2016/4/1 0:00,2016/5/1 0:00,2016/6/1 0:00,2016/7/1 0:00,2016/8/1 0:00,2016/9/1 0:00,2016/10/1 0:00,2016/11/1 0:00,2016/12/1 0:00,2017/1/1 0:00,2017/2/1 0:00,2017/3/1 0:00,2017/4/1 0:00,2017/5/1 0:00,2017/6/1 0:00,2017/7/1 0:00,2017/8/1 0:00,2017/9/1 0:00,2017/10/1 0:00,2017/11/1 0:00,2017/12/1 0:00,2018/1/1 0:00,2018/2/1 0:00,2018/3/1 0:00,2018/4/1 0:00,2018/5/1 0:00,2018/6/1 0:00,2018/7/1 0:00,2018/8/1 0:00,2018/9/1 0:00,2018/10/1 0:00
600614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4912556494,,,,,,,,,,4335260413,,,-1351204295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3101905970,,,-11880327261,,,-2562315377,,,,,,,,-17715109975,,-72596279801,,,33610509888,-22573058098,,,,1.25E+11,,-53699715563,,,,,,-9900028793,,,,-48735063865,,
600615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360348883,,,,,-22511904762,,,,,,,,,,,,,5417956656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76411960133,,,,,,,,,,,,,,,,-18800404208,-1.91E+11,,-33027949490,,-2.29E+11,,-12564734189,-22276480431,,,,-22595844935,,,,,47037215852,-32318848477,,7278773085,,,,,,-12486206219,,,4350262488,,,2.64E+11,,,,-17100061242,,,,-5437565012,5006820020,20321002049,-9926028829,8418393239,2.69E+11,2.38E+11,,-3.07E+11,7655299415,,,20075816184,-5685448388,-1.13E+12,,3987214066,,-45232770888,,-32741504097,-13134634422,-3788843815,,,-3.04E+11,11679776620,8222604127,,24060620264,,,,,6180639221,,,1.17E+11,,,,22319649263,,,-69136682989,4364507260,,,,-2305338461,7562633883,5292536696,,-1.29E+11,,,-27387606318,-8429259531,,,,11571303168,19095110679,,-25374962831,5161470322,-9305702218,,-3508023418,-21770503344,,,,38645942079,,16417538615,-12973352034,,,,,,,,,,,,,,,,,3368806747,,,,20276875316,,,,,5381636805,,,-20675447484,,,,,,,-6398438347,,,,,6601238462,,,,-3168649767,,
600617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814963259.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61906654303,,,,9878837371,29471463799,,,1.04E+11,-62018363402,,15862169095,10140010711,-1.73E+11,,,-2.20E+11,-66013925152,,,31340585888,-14484927575,,3.23E+11,,,,,6749958237,-79775477406,25531936400,,,-1.55E+11,2.35E+11,-4.27E+11,,,,,,83286781820,,,,,,,-43196697979,,,,,,5188625158,,,,,
600618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564081380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10388611004,,,,,,,,-573504218.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748992311,,,,,,,,,,,,,,15476434822,,,-2.41E+11,,,3.28E+11,,3.51E+11,3.11E+11,,,,,,
600619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23381693025,,,,,,,,,,,,,,,,,,,,,,,,,,2700091544,,,,,-4355841349,,,,,,,,,,,,,,,,34602810682,,,,,,,,-15305040650,,,,,,15823730997,,,,,,,-26162396638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23583696488,-5391316767,,-39710716634,-1.57E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8534621578,,,,,,,,,,,,,,-6510901109,,,,-6755569611,,1.90E+11,,,,,,,,,,,,,,,,,,,,,,,,
600622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8324603051,,,,32654250823,-19509307144,,,,,,,-8972748383,,,,-2.13E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38952069962,-27696824126,,-9103263365,6682508251,-5963829176,,55908661909,,,-19608266908,-2.68E+11,,26293449656,-22932129981,-22541664481,8078310253,-8.09E+11,8673383711,37788750125,1.03E+11,,22275801986,-48856169433,,-27188676965,-28935522022,,,9096945551,,,-10168528808,,,,,1.10E+11
600623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7063928553,,,,,,,,,,,,,,,,,,-26430787986,,,,,,1964776909,,,,,,,,,,,,11428677965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64129268140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.45E+11,,-38980753061,-1.67E+11,1.79E+12,98761580919,54313076433,,99332752774,-98655566301,,1.28E+11
600624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226934375,,,,,,,,,,,,,,,,,,,1213095801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44800523218,27947629158,,1.69E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7915442222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47577854671,,,,,,,,,6891175553,,,,,,,,,,,,,,,,,,,,,,,,,,-13972298049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6818730238,-24235006120,,,,5850689048,,,,,,,,,,,,,,,,,,,,,,
600627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10147510148,,,,7124943000,,,,,,,,,,,,,,,,,5905869526,-27856325800,,,,,,,,,,,,,,,,10653373146,,,,,,,,,,,-80087464732,15705189208,1.09E+11,,,,,,,1.26E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5276833681,,-18832796688,-4.13E+11,15184841998,7918784614,,,-5814381394,-7511007511,3217233782,-10130828745,,-21422730538,,,,,,-17293872920,,-3664666781,,,,,,,-9339543549,,,,,-13258577524,,,4384038185,,,-14185834114,,,4663761293,,,-6980617703,6318738761,-16188714154,72869237046,,,,-4556121866,5142625526,6026558632,,,,-6168633671,,11117849692,6339260514,13465434179,7174973350,-10866532913,-32784777578,-11450190220,,-53297772787,,-37587637332,,-24359500599,,13394325351,,,,93635847250,,,,33285609398,,-52262778978,,,,,,-11671846245,,31053084909,,60046328521,,90318342836,18649657044,,,,,-28554627050,,,,6268864793,,-9831059864,,1.24E+11,,,-2820869284,20319181546,,,,,,,,,,,,,,5241834135,-2963471927,-2499131431,,32421189222,-5275460332,,,-1622480347,,-7761769481,,,,30381254964,,38455292027,,,-26795096322,,,28307125883,,,,-31339294162,,,,,85349348821,,,50407088123,11690004626,,,-37948290242,,
600629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8929200331,,,,-2168420634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199603538,,,,13614135528,,,,,,,,-15444469845,7950965229,8696091815,,-55296924217,,-10234314310,,-10106183209,7967055150,-80273993689,1.44E+11,-26334839858,-10903729626,-74625623960,,-1.11E+11,,60182848169,,,-31389995984,,,,45230602969,,,-32127088469,,
600630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687505729.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9970140558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272724730,,,,,,,3666254444,,,,,-1.24E+11,,-81347690941,,5233429285,,,,,,,,2742360248,,-15583412650,-8278076681,42540845342,,17402691658,17354295869,,,,,5645926186,,-10166397698,,4.39E+11,1.16E+11,11104943675,-12035659941,,-18036653965,-75444377871,-11118523502,19042458662,-2.33E+11,,-13145637098,17456466910,21431515211,-12780112045,-10122618327,,,,,47217195065,22184826813,87338405394,24997093791,-28846500096,,14959820792,,,,,-38401898734,-10055028131,-69882819086,,,,,,-32421277897,,3.74E+11,58692229558,-66247437649,,42193138174,3.71E+11,-46455750391,2.54E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10256502565,,,,,,,,,,,,,,,,,,28383308123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457333081,3067082555,-4396143230,,,,,1.24E+11,7285080695,10997489578,-41665446666,-1.73E+11,18554843988,29461624027,27447548197,44986847395,21474912112,23850984117,,,-56586440364,,24448611213,-8097103834,,-18342780636,46492603449,-16886887754,,,-10877028406,8458435228,,,24174505352,-10859785286,,-87807680410,,-13930856106,,,,-1.63E+11,-50331361699,,,21093057607,,,,-28777118297,,-9059849157,24143856751,2.29E+11,14718494468,93587949688,,,,,28599138813,,,,28907605185,33200494479,,,2.13E+11,-1.61E+11,3.45E+11,,2.05E+11,,-49258971481,,,-8768849515,73476234856,,-48608309802,-81236723285,,1.24E+11
600634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32660902978,,62510516574,27956126271,,2.05E+11,,,,-2.34E+11,1.71E+11,,,,,,,,,,,,,,
600635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14436899796,,,,-49265197061,,,,,,-27263194687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6326072607,,,,,,,,,,,,,,,,,,,,,,,,,,,-7629931339,,,,,,,,,,,,,,78585078585,,37422822692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8791542469,,,,,,,,,,,,,,12436141730,,,,,,,,,,,,,,,89738309738,4.88E+11,,,,,,,,,,,,,,,,,
600636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16682149466,,,,5194570648,,,,,68453533835,7913913280,,-50583669394,22265510293,,,,12004306848,-8808456118,,,-99719855596,,,6962704702,,,,,,,,,9996142147,,1798561151,,,,,,,,,-4156398344,6898356389,,,,,,,3613561484,,,-37704498978,,,,4301312452,,,,,,,,-1961747593,,,9758551384,,-4657503729,1224703246,10341351661,2112766667,-5004592744,7467338242,,,1.33E+11,-88275229088,-1.27E+11,-2.53E+11,,,,,-14512848055,-21220817926,,,-8001875138,-77257240204,,,13652221577,,-1.14E+11,,-27219932633,,,,,-58359244200,,,,,,,-1582690665,1637600364,-39850286218,19944730853,,,,-14402003757,,,,,-12452107280,,,,,-371315850.5,,,,,890332272.9,,97493036.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545594182,,,,,,,,,-60109289617,,,,,,,-9023333663,,,2264150943,,,,,,,,,,,,,,,,,-2644182020,,28808979125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33251350848,,,75870366193,15829596834,47854666281,,,,16875467886,-22613008130,21204497031,32724874861,-3.60E+11,-25350347191,5.60E+11,,26152734778,-44354424819,,-1.25E+12,36499595819,97235335734,,-41523310214,,21950231007,9.61E+11,-32335280356,-71480540279,27574864878,-10184246580,9989590421,-19906368076,26330757135,-1.10E+11,1.11E+11,21982454172,-9884470607,-3.54E+11,2.61E+11,,,,,,3.98E+11,1.81E+11,,6.93E+11,-4.06E+11,41837571780,-4.59E+11,58973739033,-2.73E+11,-3.46E+11,-8.72E+11,3.16E+11,-2.35E+11,-1.02E+12,1.06E+11,,,-9.05E+11,75902910681,,,64023839932,1.49E+12,-1.33E+12,,,,4.51E+11,,3.43E+12,3.30E+11,-5.88E+11,6.74E+11,5.41E+11,1.83E+12,-1.75E+12,-4.30E+11,-1.79E+12,-1.08E+11,,,-4.03E+11,2.89E+11,,,-2.30E+12,,7.35E+11
600638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3774036582,,,,,,,,,,,,,4016753902,,,,-17815853442,,,,,,,,,,,,,,,,,-10805039505,,-28557014213,,,,,11207194342,-9608982958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4713898598,,,,,-1842119565,,,,,,,,,,,,,,,,,,,-13224945402,10323924986,,,,,,,,,,,,,,,,,,41206030151,44623421855,-19661314802,,,,,,,,,,,,,,,-10446532866,-1.31E+11,5277626739,3392053474,,,,,,6029330922,,7956989247,,9204941998,5022556537,2.03E+11,-7973306934,-46816427358,,,4215653846,9419454056,,,22619274204,-4257084224,,1.63E+11,,,,,-57615598886,-24399743754,,,,62205935577,16723486083,,,,,,,94134864765,27299326551,,,-68395204391,,26128186534,,31109787134,,,,-19495113155,,,,-1.40E+11,,,,56342215780,-30877937675,,15502981897,,52006953224,,,4690499707,,-21164253971,,,,-8017398544,-13242842679,-38236567118,,1.25E+11,,-1.30E+11,,-35124846936,,,,,-26585085414,-36117449261,,,,-6767577886,,,2.46E+11,,,,,-2.39E+11,14776395881,-63599458728,-6811272119,90828513141,,-4.62E+11,-33566365296,,,-1.47E+12,-1.27E+11,4.31E+11,66910747754,,-1.47E+11,-9.10E+11,,,1.46E+12,,,,,59681942292,,,,-43749323813,1.55E+11,78204902134
600640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134142975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844045808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8916405392,,,,1318720509,-4309008287,,,,,,,-23727948004,6292984199,,,,,,,,,,25656832526,-8521751082,,,-1108624898,,,,,801970744.9,,,,,,,19855297259,,-92096659559,,,,,,,,,2.35E+11,-37959851552,,,,,-23611390917,,,,7234616033,,,,,
600641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1875908550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65E+11,,,,,,,,-57584988470,,,,-1081805143,,,,,,,,22463325838,,,,18632177414,-5735475782,,38504331965,,,,,-55187500000,67427385892,,,,,,-8700977032,,,,,,11884986553,,,,,,-24439324117,,,,,,,,,,,,-42898957498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10694935218,,,14464929992,31147540984,,-60592152200,,,,,-32797145897,,,,-3.05E+11,33302188954,,,,-39134079020,,,,,,,,,,,,,1.25E+11,
600642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21E+12,,5.72E+11,,,,,,,4.77E+11,,,,48488551000,,1.20E+11,85153407064,,,,1.10E+11,,,,97424922252,,-70348385273,2.26E+11,,-2.07E+11,-1.57E+11,,-1.27E+11,,,1.60E+11,59696652298,80309512491,,,-78172588832,,,,,1.22E+11,,,96222775544,,,,,,,,,,,,,94435034290,,,,,,,23729810792,,,,54596120705,,-23663874518,,,8.02E+11,,,-2.60E+11,-2.02E+11,,30542397161,-23849245929,,-4.22E+11,-1.11E+11,2.15E+12,-4.42E+11,-4.40E+11,,50907311866,-4.96E+11,,,-1.00E+11,,-61599089837,,,,,,,1.04E+11,1.93E+11,,,,,,,,,,,,,,-7.35E+11,,6.92E+11,,1.69E+11,,,4.33E+11,,,,,24238569712,,,,,,,2.31E+11,,,,,1.42E+12,,,,1.02E+11,-1.01E+11,,,2.02E+11,,38671421239,,,,,4.14E+11,,,,,-1.71E+11,,,,,,,,,-4.25E+11,,,,,,,-5.65E+11,,,1.61E+12,1.43E+12,-4.30E+11,,,,7.90E+11,,,4.29E+11,,-4.25E+11
600644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2962632251,,,,,,,,,,21250703591,,1662691562,,,,,,,,,,,,-8202447915,,,,,-29869260624,,,,,,,,7374872745,14799391479,,,,,6382105158,,,,,-6519740744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7443152836,,,,,,-17177033493,-5089283956,-14063126539,,-3611448630,,,,,,,-43202374937,-30600702709,,99945533769,1.50E+11,-34133241915,,30573248408,-28923578751,,,-15350372247,,,,,,-16787948423,,,,,,,,,,,,,,
600645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1536154815,1534866069,-3156676100,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16E+12,,,,,,,-1.42E+11,,8151528204,,4798680363,,,,,,,,-8567880528,4519211146,3501950999,29845712796,-18810863019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
