index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2002/1/1 0:00,2002/2/1 0:00,2002/3/1 0:00,2002/4/1 0:00,2002/5/1 0:00,2002/6/1 0:00,2002/7/1 0:00,2002/8/1 0:00,2002/9/1 0:00,2002/10/1 0:00,2002/11/1 0:00,2002/12/1 0:00,2003/1/1 0:00,2003/2/1 0:00,2003/3/1 0:00,2003/4/1 0:00,2003/5/1 0:00,2003/6/1 0:00,2003/7/1 0:00,2003/8/1 0:00,2003/9/1 0:00,2003/10/1 0:00,2003/11/1 0:00,2003/12/1 0:00,2004/1/1 0:00,2004/2/1 0:00,2004/3/1 0:00,2004/4/1 0:00,2004/5/1 0:00,2004/6/1 0:00,2004/7/1 0:00,2004/8/1 0:00,2004/9/1 0:00,2004/10/1 0:00,2004/11/1 0:00,2004/12/1 0:00,2005/1/1 0:00,2005/2/1 0:00,2005/3/1 0:00,2005/4/1 0:00,2005/5/1 0:00,2005/6/1 0:00,2005/7/1 0:00,2005/8/1 0:00,2005/9/1 0:00,2005/10/1 0:00,2005/11/1 0:00,2005/12/1 0:00,2006/1/1 0:00,2006/2/1 0:00,2006/3/1 0:00,2006/4/1 0:00,2006/5/1 0:00,2006/6/1 0:00,2006/7/1 0:00,2006/8/1 0:00,2006/9/1 0:00,2006/10/1 0:00,2006/11/1 0:00,2006/12/1 0:00,2007/1/1 0:00,2007/2/1 0:00,2007/3/1 0:00,2007/4/1 0:00,2007/5/1 0:00,2007/6/1 0:00,2007/7/1 0:00,2007/8/1 0:00,2007/9/1 0:00,2007/10/1 0:00,2007/11/1 0:00,2007/12/1 0:00,2008/1/1 0:00,2008/2/1 0:00,2008/3/1 0:00,2008/4/1 0:00,2008/5/1 0:00,2008/6/1 0:00,2008/7/1 0:00,2008/8/1 0:00,2008/9/1 0:00,2008/10/1 0:00,2008/11/1 0:00,2008/12/1 0:00,2009/1/1 0:00,2009/2/1 0:00,2009/3/1 0:00,2009/4/1 0:00,2009/5/1 0:00,2009/6/1 0:00,2009/7/1 0:00,2009/8/1 0:00,2009/9/1 0:00,2009/10/1 0:00,2009/11/1 0:00,2009/12/1 0:00,2010/1/1 0:00,2010/2/1 0:00,2010/3/1 0:00,2010/4/1 0:00,2010/5/1 0:00,2010/6/1 0:00,2010/7/1 0:00,2010/8/1 0:00,2010/9/1 0:00,2010/10/1 0:00,2010/11/1 0:00,2010/12/1 0:00,2011/1/1 0:00,2011/2/1 0:00,2011/3/1 0:00,2011/4/1 0:00,2011/5/1 0:00,2011/6/1 0:00,2011/7/1 0:00,2011/8/1 0:00,2011/9/1 0:00,2011/10/1 0:00,2011/11/1 0:00,2011/12/1 0:00,2012/1/1 0:00,2012/2/1 0:00,2012/3/1 0:00,2012/4/1 0:00,2012/5/1 0:00,2012/6/1 0:00,2012/7/1 0:00,2012/8/1 0:00,2012/9/1 0:00,2012/10/1 0:00,2012/11/1 0:00,2012/12/1 0:00,2013/1/1 0:00,2013/2/1 0:00,2013/3/1 0:00,2013/4/1 0:00,2013/5/1 0:00,2013/6/1 0:00,2013/7/1 0:00,2013/8/1 0:00,2013/9/1 0:00,2013/10/1 0:00,2013/11/1 0:00,2013/12/1 0:00,2014/1/1 0:00,2014/2/1 0:00,2014/3/1 0:00,2014/4/1 0:00,2014/5/1 0:00,2014/6/1 0:00,2014/7/1 0:00,2014/8/1 0:00,2014/9/1 0:00,2014/10/1 0:00,2014/11/1 0:00,2014/12/1 0:00,2015/1/1 0:00,2015/2/1 0:00,2015/3/1 0:00,2015/4/1 0:00,2015/5/1 0:00,2015/6/1 0:00,2015/7/1 0:00,2015/8/1 0:00,2015/9/1 0:00,2015/10/1 0:00,2015/11/1 0:00,2015/12/1 0:00,2016/1/1 0:00,2016/2/1 0:00,2016/3/1 0:00,2016/4/1 0:00,2016/5/1 0:00,2016/6/1 0:00,2016/7/1 0:00,2016/8/1 0:00,2016/9/1 0:00,2016/10/1 0:00,2016/11/1 0:00,2016/12/1 0:00,2017/1/1 0:00,2017/2/1 0:00,2017/3/1 0:00,2017/4/1 0:00,2017/5/1 0:00,2017/6/1 0:00,2017/7/1 0:00,2017/8/1 0:00,2017/9/1 0:00,2017/10/1 0:00,2017/11/1 0:00,2017/12/1 0:00,2018/1/1 0:00,2018/2/1 0:00,2018/3/1 0:00,2018/4/1 0:00,2018/5/1 0:00,2018/6/1 0:00,2018/7/1 0:00,2018/8/1 0:00,2018/9/1 0:00,2018/10/1 0:00
600646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11974822113,,,,,-4126970348,,47500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19279303392,,,,12684861698,,,,,,,,,,16890831710,,,,,-1.07E+11,,14974849553,,,,-98548738608,,,,,,,1.26E+11,,,,,,54737963641,,,,,,,,,,,,,-5.02E+11,,,4.08E+11,,,,,,,15054975221,,-75265933673,,-15869857521,10846666667,,-15729544538,,,-79029957204,-6.72E+11,,-80525632210,,,,,-1.01E+11,-1.20E+11,-1.17E+11,,,,-40352040352,-88499056010,,,,-10930763903,,-7.54E+11,,,,,,,,,,,,,,,,,,-2.84E+11,,,,,1.05E+12,,,,,,,,2.12E+11,,,,,
600649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59060065343,34932535393,,,,,,,,,,,,,,,,,,-14884116521,-69447307657,,,,,,,13929274927,,-25102791604,,-46266666667,,,,-2.34E+11,-27263613910,-1.07E+11,,,42131173360,,,,,,,,,,,,,49618914937,,43529522941,-9767668584,14938978829,56923615858,,,23795656877,,-1.27E+11,-93521624942,,2.18E+11,,-33425144890,42572492213,,13169043920,39400805639,-13159442106,,,,,,,1.25E+11,,-23144597176,,,,,,,,,,-39702546998,72260938858,61383061383,,,,,-1.51E+11,,,,,,-4.92E+11,,,,,,,,,,,,-2.92E+11,59324167280,,-2.82E+11,44691391540,1.49E+11,-38790268010,,8.73E+11,-1.98E+11,,-93216544245,,,,,,,,,,,,,,,,,-1.05E+11,,1.44E+11,,,,,-3.81E+11,,,,,,,-2.62E+11,,,,,-35163171448,,,,,,,,,,,,,,,,,,,
600650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8801172857,,,,,,,,,,,,,,-20213930767,,,,,,,,,,,,-50117006254,,,,,,,,-1.03E+11,,,-33663094257,,,,,,,,,,,,,,,,,,,,,-29149662697,,,-8711578011,,,,,7031167360,,,,,,,,5758974165,,-18716292554,8390886207,-5159308580,,,,,59222283848,,,-12453140746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2942049482,,,,,,13415454320,-52214644899,,,-11629155736,,-13472392638,,,,,,,,,,,,-15145360414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368659770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-752121195.9,29860670354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471673533,10993965457,,46803144934,24162358798,-32879995831,-34622770919,9219830575,8919075703,-19713608125,-28293545535,,13178666667,,-7770961145,,14889933252,,60493227565,,,,,,,,,,,,,,,,,,,34531810562,,,11950186772,,,,,,,,,,,,
600652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3074020535,,,,,,,,,,,,,,,,,,,,,,,,,,3367003367,,,,,,,,,,,,,,,,,,,,,,,,,,,-77183480027,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44633551402,,,,,,,,,,,,,,,,,,,,,,,,,,
600653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1046656594,,-811723039.6,3103071507,,-444981729.7,-599205610.4,,,,,,,,,,,,,,,,,,,,,-30552347960,,,,,,,,,,,-5052970249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8548438052,,,,,,,,,,,,,,,,,,,,,,,,
600654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18512043512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696225407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3481201512,,,,,,,,,,,,,,,,,,,,,,,,,,6298783207,-2916659825,,,,,-26327870358,,,,,-1.53E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12326061321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27575600000,,,2107575773,-83028016009,,,,2.43E+11,14488703572,,,,,,,,,57452976948,,,-17856526199,,,,,,,,,,,,,-48078288078,,-13833470545,,5259432431,,,,-16705503375,,,9628150673,,1.22E+11,,-1.64E+11,-2.91E+11,,,,1.24E+11,,-1.03E+11,-89399461946,,,2.86E+11,,30546386914,,1.28E+11,,-84164272435,,3.54E+11,-24345154403,,,9.99E+11,-5.39E+11,-1.15E+11,3.36E+11,-4.75E+11,,-1.28E+11,23002136261,-1.27E+11,5.29E+11,1.19E+11,,65436129806,4.57E+11,90513580770,90211741533,,74169879368,54977149075,,-1.11E+11,,,-1.23E+11,-8.65E+11,-39733709751,-2.68E+11,,,,65739089071,-1.07E+11,-5.05E+11,-51506744756,,-19637054858,-3.52E+11,-1.12E+11,-66486376988,-66634568672,,-21954715373,-25783311836,-72862104571,,-65110315250,,,,-1.42E+11,-4.41E+11,,,,5.12E+11,1.75E+11,1.43E+11,,,,,,,,,,,,,-1.55E+11,-3.64E+11,,,3.82E+11,7.47E+11,79543593383,1.19E+11,-5.71E+11,-2.46E+11,2.54E+11,3.22E+11
600656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11550542435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83810218978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045971330,,57057967499,-18492796038,3.48E+11,,,-12071607590,,28720906102,22600445626,8.68E+11,,,29975848062,-28124626955,,,,-47700735863,,1.58E+11,,,,,2.44E+11,,,,,-63629752304,,,,,-1.87E+11,-19365711941,43174078739,,,,,,,-36523347203,,,,,,,,,,,92475067996,,,2.63E+11,,51408051408,-22360540618,-2.49E+11,,2.88E+11,,50020714227,1.75E+11,41432004205,9860397787,14404546768,49377593361,,-91853123615,,,18286419924,1.98E+11,-15703065525,,,,,,,3.16E+11,,,-4.90E+11,,1.44E+11,95865824978,,1.68E+11,,,,,,,,,1.43E+11,,,,,,,,,,,,,,
600658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574248406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821169278,,,,,,,,,-33756433504,,-23996107776,,6864095205,,,-33954702552,-21969691420,,,,2.47E+11,,2.73E+11,,,,,9959353704,,,,,,,-23210078869,,,-53590785908,24233757567,,,,,,,,,,,,,,,,,,,-2.73E+11,,,,,,,,,,,,,,,,,-10882466682,,,,,28404326681,,-72010729392,-26156918017,-56451718227,,22253787879,,-88695948247,,,,,46924524237,,,,,,,,,,,,,86751768981,
600659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68382735002,,,,,,,,25756484150,,,,42583110983,-18149764203,,,,-1.89E+11,,94774375975,-37299673657,-3.50E+11,-17274519468,,1.15E+11,,15194039315,-1.30E+11,-19672079837,,,1.44E+11,,-42256074732,-65168308703,-16249488063,,69002207830,13965916671,38245632568,,,,,,13209549205,-39865521400,31019156129,,31475192155,84852292020,-86987903495,90963702317,-74494905888,27717866581,-24743426858,26979026032,-1.36E+11,-63892226638,,38341561081,,57165999393,-13539767018,-19450800915,,60796093311,-79200672407,3.41E+11,61896337868,,93393668394,-11024244098,83075595195,1.23E+11,65256816641,5.95E+11,-4.80E+11,,-1.55E+11,1.96E+11,,1.12E+11,-2.11E+12,2.24E+12,,99284396041,,,8.30E+11,,-60141204418,3.24E+11,,87521955230,,2.89E+11,4.03E+11,-1.39E+11,-52793417905,,,-2.06E+11,1.44E+12,7.95E+11,-4.14E+11,,-1.92E+11,-1.50E+11,,-1.32E+12,,,-1.33E+11,,8.22E+11,2.27E+11,1.73E+12,,1.41E+12,1.11E+11,-1.65E+11,,3.01E+11,2.12E+11,,-2.55E+11,,-1.69E+11,,3.21E+11,48551407023,1.51E+11,4.70E+11,3.08E+11,-7.20E+11,,-92648605284,-2.56E+11,-68873277493,-2.05E+11,,,1.73E+11,2.78E+11,,-1.02E+12,2.31E+11,,,,4.75E+12,5.32E+11,2.54E+11,,,-3.20E+11,,2.20E+11,-1.29E+11,,1.29E+12,-8.15E+11,2.96E+11,-3.98E+11,-1.26E+12,1.78E+12,,1.32E+12,-4.81E+11,-3.28E+11,-1.38E+11,,4.47E+11,-1.78E+11,1.31E+11,-81532612284,2.35E+11,4.32E+11,5.55E+12,-1.46E+11,5.55E+11,2.09E+11
600661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7334751096,,,,,,2941374890,,-3684145125,-5482160510,1.76E+11,,44750481000,,,-3425347341,9950769431,2648057990,-3.12E+11,,,,-1242836199,,1176000000,-3594704162,,,,2541316187,13022852067,2100365570,29447395397,,-62192031915,,279253772.3,,20040603496,2.11E+11,,-23755833947,21747967480,5133868628,98623250500,23509881961,-41704805771,7520735390,42092858065,-14329406329,-10237837404,-4720994830,,,9082733813,3781955215,,-30917229930,-5.37E+11,,13645421416
600662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12959308917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13785361237,,,,,,,,,,,,,-9209576427,,6704447705,,,,,,,,,,,,,,,,,,,,,,,,2.91E+11,,,4882443547,,,,,,,10790949684,4016209567,-73050078247,-19488560454,7363481357,,32225374949,,,,,-12538002352,8323527214,,,,,-10252109355,,-18900148013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11853096271,,,,,,,,,,,,,,25676781199,,,,,,,,,,,,,-49778277434,,,,,,,,,29906345807,,,,,,,,,,,,,,,,,,,,,,,,,,
600663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453903877,,,,,,,,,,,,,,,,,-6.95E+11,,,,,,-37012400000,,,,,,,,,,,,,,,1.19E+11,,,,,,-30270306982,,,,9558154361,,-49793580403,-35499555556,,,,2.91E+11,,66096127248,,,,,,,,-15888825463,-28040067246,-34213537914,,13000225635,66315161162,,,,-9042935367,24068416368,,,,,70448699628,44635618017,,,7.77E+11,,23086470441,1.50E+12,,,,-19667290021,,-79195924061,67731955689,,,,,-30188106028,,,,,,,,1.41E+11,,,-1.15E+11,1.19E+11,,-1.51E+11,-89960330972,,,-89118310193,-26924754070,,5.08E+11,-57205971968,2.69E+11,-1.92E+11,,,-1.92E+11,-1.38E+12,,4.25E+11,,,,,75075125987,-82816968541,,,1.40E+11,,,-2.63E+11,,,,,-37193107693,3.01E+11,,9.27E+11,2.54E+11,,,-2.29E+11,,,,,-1.03E+11,-1.99E+12,,,-44026386492,,,1.44E+11,,,-38264636036,,,,66844619518,,-2.23E+11,80328925163,,3.51E+11,,-3.98E+11,,2.20E+12,3.77E+12,-3.09E+12,2.60E+11,,1.21E+11,-7.41E+11,,2.27E+11,,,,,1.41E+12,8.44E+11,,,3.15E+11,-1.51E+12,-7.98E+11,9.13E+11
600664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6347911489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10279618987,,,53994119699,,,-3407476487,-1.35E+11,-28471801092,,57402428094,,,-2.37E+11,,2.40E+11,,,-14503823473,-5.92E+11,30828194339,34001756440,,,,,1.35E+12,-46860370683,,,51367260456,,36858178339,-37950610275,,,-2.04E+11,1.32E+11,3.61E+11,85272681087,1.20E+11,,-1.47E+11,,-58411608255,-30721094375,,,-57175098740,,,,,,,,,,,,27764875884,,-72717747910,-8.25E+11,,,,,,,,,,,,,,,,,,,,,,,,,,37734517094,,,,,,,,,,,,,,-1.58E+11,2.60E+11,-1.05E+12,-98356770422,1.20E+11,-9.26E+11,83992770249,2.33E+11,,,,,,,,,,,,,,,,,,
600665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5810408792,,,,,,,,,,,,,,-12493882875,,,,,,,,,-1327421881,,,,,,,,,,,,,,,-6384310453,,,,,,,,,35018112817,-5471845602,-10536762532,,,,,,-15056874219,27920638186,,,-31634953630,,,,,-21715615100,-1.63E+11,-62310230024,-7731055006,,,,-40465930514,,-36856474259,,,,,,,,,11587979381,,,,,,,,,,,,,,,,,,,,,,,,-36503793132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796885415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-853349472.3,,,,,54576699520,,,-3869829684,,,,,1305279129,,,,1746149883,-1035774009,,,-4342779424,,,,,,,,-1980472166,2305930262,,,57119509704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13735463108,-8548634727,,,,-39697745791,,-7038111433,28139582749,,,,-1.95E+11,1.47E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
600667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520756666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9577832512,,,,,,,,,,,,,,,,-5824813213,,,,,,,,,-10386551023,-1.30E+11,1.05E+11,,,,,,,-5583982444,-4784564140,,,,,4127175388,,-90287526647,-65426541330,,-20270605112,,-29918672914,21812275206,2.52E+11,5.55E+11,-60723945019,25737602009,-36490742875,3.06E+11,76944876447,-29185398188,,,,,1.27E+11,34164283642,,,,,-25074636659,,18633282949,-5.91E+11,-35170197933,,1.01E+11
600668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4597960051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12974324158,,,,10373725010,,-1.35E+11,,,,,,-19227896600,,,,-3.28E+11,,,,,,,,,,,,50784034212,,,,,,,,,,,,,,,,,,,,-13515519568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369143724.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134799635.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808984522,,,,,,,,,,,,,,,,,,,,,,,-1083744542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.00E+11,,,26124939368,44295652174,,,,,,,,,,,,,,,,,,,,,,,,,-14279658772,,-8158663273,,-18538143773,-40756742603,28657433889,,,,,8.63E+11,,-16306786685,1.45E+11,,12863227094,-37984311389,-1.43E+11,-15977627534,23653342031,-13855640883,,36042045684,70050705467,-1.17E+11,-20083961474,10089010089,15188758000,,58540344573,29385705848,1.22E+11,,61916400326,65866974241,,25893614165,,,,-75197271613,,,,,-1.68E+11,-19931234555,,,5.91E+11,,-62098208179,,-5511716870,,-51355093966,,,,,36530050219,,,,,-1955850258,,,,,,,,,,,,54993678887,,,,,,,,,,,,,,,,,,,20408471555,-8.59E+11,1.14E+11,40141685146,-29836898135,-49030830040,,1.50E+11
