Stkcd,1997/1/1,1997/2/1,1997/3/1,1997/4/1,1997/5/1,1997/6/1,1997/7/1,1997/8/1,1997/9/1,1997/10/1,1997/11/1,1997/12/1,1998/1/1,1998/2/1,1998/3/1,1998/4/1,1998/5/1,1998/6/1,1998/7/1,1998/8/1,1998/9/1,1998/10/1,1998/11/1,1998/12/1,1999/1/1,1999/2/1,1999/3/1,1999/4/1,1999/5/1,1999/6/1,1999/7/1,1999/8/1,1999/9/1,1999/10/1,1999/11/1,1999/12/1,2000/1/1,2000/2/1,2000/3/1,2000/4/1,2000/5/1,2000/6/1,2000/7/1,2000/8/1,2000/9/1,2000/10/1,2000/11/1,2000/12/1,2001/1/1,2001/2/1,2001/3/1,2001/4/1,2001/5/1,2001/6/1,2001/7/1,2001/8/1,2001/9/1,2001/10/1,2001/11/1,2001/12/1,2002/1/1,2002/2/1,2002/3/1,2002/4/1,2002/5/1,2002/6/1,2002/7/1,2002/8/1,2002/9/1,2002/10/1,2002/11/1,2002/12/1,2003/1/1,2003/2/1,2003/3/1,2003/4/1,2003/5/1,2003/6/1,2003/7/1,2003/8/1,2003/9/1,2003/10/1,2003/11/1,2003/12/1,2004/1/1,2004/2/1,2004/3/1,2004/4/1,2004/5/1,2004/6/1,2004/7/1,2004/8/1,2004/9/1,2004/10/1,2004/11/1,2004/12/1,2005/1/1,2005/2/1,2005/3/1,2005/4/1,2005/5/1,2005/6/1,2005/7/1,2005/8/1,2005/9/1,2005/10/1,2005/11/1,2005/12/1,2006/1/1,2006/2/1,2006/3/1,2006/4/1,2006/5/1,2006/6/1,2006/7/1,2006/8/1,2006/9/1,2006/10/1,2006/11/1,2006/12/1,2007/1/1,2007/2/1,2007/3/1,2007/4/1,2007/5/1,2007/6/1,2007/7/1,2007/8/1,2007/9/1,2007/10/1,2007/11/1,2007/12/1,2008/1/1,2008/2/1,2008/3/1,2008/4/1,2008/5/1,2008/6/1,2008/7/1,2008/8/1,2008/9/1,2008/10/1,2008/11/1,2008/12/1,2009/1/1,2009/2/1,2009/3/1,2009/4/1,2009/5/1,2009/6/1,2009/7/1,2009/8/1,2009/9/1,2009/10/1,2009/11/1,2009/12/1,2010/1/1,2010/2/1,2010/3/1,2010/4/1,2010/5/1,2010/6/1,2010/7/1,2010/8/1,2010/9/1,2010/10/1,2010/11/1,2010/12/1,2011/1/1,2011/2/1,2011/3/1,2011/4/1,2011/5/1,2011/6/1,2011/7/1,2011/8/1,2011/9/1,2011/10/1,2011/11/1,2011/12/1,2012/1/1,2012/2/1,2012/3/1,2012/4/1,2012/5/1,2012/6/1,2012/7/1,2012/8/1,2012/9/1,2012/10/1,2012/11/1,2012/12/1,2013/1/1,2013/2/1,2013/3/1,2013/4/1,2013/5/1,2013/6/1,2013/7/1,2013/8/1,2013/9/1,2013/10/1,2013/11/1,2013/12/1,2014/1/1,2014/2/1,2014/3/1,2014/4/1,2014/5/1,2014/6/1,2014/7/1,2014/8/1,2014/9/1,2014/10/1,2014/11/1,2014/12/1,2015/1/1,2015/2/1,2015/3/1,2015/4/1,2015/5/1,2015/6/1,2015/7/1,2015/8/1,2015/9/1,2015/10/1,2015/11/1,2015/12/1,2016/1/1,2016/2/1,2016/3/1,2016/4/1,2016/5/1,2016/6/1,2016/7/1,2016/8/1,2016/9/1,2016/10/1,2016/11/1,2016/12/1,2017/1/1,2017/2/1,2017/3/1,2017/4/1,2017/5/1,2017/6/1,2017/7/1,2017/8/1,2017/9/1,2017/10/1,2017/11/1,2017/12/1,2018/1/1,2018/2/1,2018/3/1,2018/4/1,2018/5/1,2018/6/1,2018/7/1,2018/8/1,2018/9/1,2018/10/1,2018/11/1
12,0.098729,-0.004448,0.184987,0.130468,-0.160107,0.019063,-0.151142,-0.135163,-0.156287,0.300836,-0.147312,-0.056417,-0.008969,0.092006,-0.020718,0.008463,0.28951,-0.158351,-0.020619,-0.152632,0.034161,0.039039,-0.057803,-0.122699,-0.08042,-0.013308,0.084778,0.058615,0.050336,0.220447,-0.08377,-0.02,-0.03207,-0.081325,0.004918,-0.119086,-0.066667,0.257937,1.64511,0.539654,-0.12897,0.022677,-0.132174,0.262525,0.063889,-0.069377,0.045691,-0.023764,-0.080487,-0.052946,-0.083859,0.01378,0.01068,0.009724,-0.133971,-0.185083,-0.047458,-0.053381,0.106767,-0.172554,-0.15353,0.093113,0.164153,0.287348,0.120782,-0.082409,-0.004606,-0.052448,-0.130996,-0.142958,-0.076796,-0.203041,0.314254,-0.017079,0.019983,-0.132879,0.024558,-0.11689,0.005513,-0.02193,-0.106502,-0.081556,0.036885,-0.031621,0.246259,0.065502,0.107582,-0.037003,-0.07781,0.03231,0.057554,-0.087464,0.108626,-0.04611,-0.073515,-0.048913,-0.169143,0.169188,-0.051765,-0.151365,-0.143662,-0.032086,0.052486,0.244094,0.048523,0.006036,-0.14,0.074419,0.235931,-0.064799,0.08427,0.341969,0.813642,-0.159181,-0.213785,0.185736,0.015038,-0.014815,0.151629,0.196953,0.162727,0.133698,0.027586,0.132215,-0.122703,-0.083513,0.256255,0.264333,0.145585,-0.07875,-0.156038,0.141479,-0.143662,0.252741,-0.210503,0.079823,-0.036448,-0.203674,0.070898,-0.238335,-0.134934,-0.404785,0.184887,0.153324,0.305882,-0.054054,0.644762,0.082803,-0.034759,-0.131856,0.086318,-0.189716,0.054705,0.100968,0.282035,-0.039686,-0.068878,0.069041,0.116863,0.007343,-0.069506,-0.225233,0.302732,0.298658,0.020672,0.194304,0.171171,-0.106335,-0.038987,0.178082,-0.078712,-0.102427,-0.135749,0.055283,-0.02303,-0.020471,-0.104497,-0.123762,-0.158999,-0.130518,0.090508,0.09919,-0.174954,0.082589,0.036579,-0.087221,-0.1,-0.112346,-0.013908,-0.00141,-0.036723,0.209677,0.049697,-0.003464,-0.130939,0,0.491367,-0.160326,-0.067961,0.00463,-0.013825,0.036215,0.032694,-0.111354,-0.02457,0.005038,-0.012531,-0.035533,-0.018696,-0.046089,0.087848,-0.009421,0.070652,-0.010152,0.052564,0.082826,0.012373,0.015556,0.189278,0.425023,0.035372,-0.13991,-0.126687,-0.122747,-0.131115,0.106982,0.012208,0.341709,-0.208989,-0.090909,0.133333,0.036765,0.00723,0.037104,-0.054101,0.120849,-0.070782,0.030115,0.191745,-0.181818,0.002646,0.022867,-0.061909,-0.087076,-0.108434,0.050676,0.074206,-0.002317,-0.03252,-0.006002,0.109903,-0.080522,0.031953,-0.083716,-0.057572,-0.042497,-0.058252,-0.154227,0.028283,-0.05501,0.018711,-0.144898,0.002387
13,0.08039,0.032694,0.274017,-0.154242,-0.161094,0.071256,-0.169109,-0.02171,-0.080444,0.266968,-0.072619,-0.114249,-0.005797,0,0.030612,-0.029703,0.107872,-0.115789,0.043155,-0.158345,0.096868,-0.015576,0.001582,-0.126382,-0.007233,-0.076503,0.18146,0.015025,0.047697,0.689168,-0.08829,0.042813,0.026393,-0.037143,-0.051434,-0.147028,0.066015,0.385321,-0.050497,0.058413,-0.004942,0.11755,0.062963,-0.076655,-0.070943,0.059301,0.06365,0.002163,0.021583,-0.139437,0.091653,0.009745,0.122494,0.02381,-0.166667,0.013953,-0.105505,-0.089744,0.001878,-0.157451,-0.21802,0.086771,0.189791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.157895,0.149148,0.258344,-0.195481,0.266178,0.058824,-0.183971,-0.108259,-0.214018,0.417197,-0.148315,0.002639,-0.019737,0.020134,0.164474,0.085876,0.186264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103721,0.055954,-0.112092,0.111706,-0.0351,0.00214,-0.088256,-0.077283,-0.106599,-0.081439,0.120619,-0.00276,-0.058118,-0.077388,0.013845,-0.105042,-0.133803,0.104336,-0.030675,-0.063291,-0.027027,-0.070833,0.104634,0.161028,0.132867,-0.199588,0.03239,-0.145,-0.111111,0.039474,-0.018987,-0.072581,0.106087,-0.117925,-0.064171,0.121905,-0.13073,0.015625,-0.015385,0.036947,0.022727,0.083333,0.102564,-0.046512,-0.001626,0.081433,0.131024,,0.063688,0.158983,0.056241,0.002597,0.236745,0.11041,-0.036932,-0.00885,0.113095,-0.033422,0.041494,0.14741,0.306713,0.156776,0.084227,0.05791,0.550085,-0.086601,-0.091981,0.000519,,,-0.257529,0.068531,-0.039267,-0.023842,0.289602,-0.183983,0.163859,-0.230308,-0.352614,-0.274914,0.341232,0.300353,0.023098,0.015936,0.487582,0.172232,0.098201,0.010922,0.183801,-0.2,-0.042857,0.164179,0.18141,-0.15898,-0.159355,0.029163,0.029083,-0.19058,-0.053715,-0.070009,0.366226,-0.076775,-0.12692,0.036111,-0.12958,-0.056468,-0.01197,0.085903,0.021298,-0.102284,-0.120575,0.003774,-0.034735,-0.075619,-0.132581,0.052033,-0.078825,-0.177852,0.012245,0.243952,-0.144246,0.547348,-0.095471,0.316089,-0.247423,0.128767,0.010922,-0.015606,-0.207317,0.304615,0.146226,-0.001029,-0.085479,-0.032658,0.165308,-0.158458,0.019048,0.242991,0,-0.006579,0.081362,-0.102362,-0.087719,0.001068,0.056563,0.038384,-0.110895,0.10033,0.136454,0.07362,0.24,0.009217,0.054795,-0.146568,0.043478,-0.029167,0.469957,0.056448,0.044219,0.057976,-0.257822,0.096121,-0.174359,0.399379,-0.013759,0.026553,-0.246383,-0.069808,0.130081,0.120089,-0.088933,0.006513,0.022678,0.092397,0.036249,0.041978,-0.017457,-0.052847,-0.147186,0.055838,-0.030449,-0.055647,-0.010502,-0.00626,-0.003563,0.010131,-0.011799,-0.017313,-0.234508,-0.144444,0.127087,-0.126749,0.159284,-0.153659,0.270893,0.159492,-0.145466,-0.20687,0.020212,-0.15,0.016648
15,-0.017336,0.044568,0.192,-0.134974,-0.09569,0.070543,-0.256456,-0.152096,0.055085,0.093708,-0.160343,-0.078717,0.047468,0.021148,0.007396,-0.014684,-0.022355,-0.146341,0.133929,-0.148031,0.075786,0.142612,-0.112782,-0.283051,0.002364,-0.162736,0.414085,-0.153386,-0.018824,0.1247,-0.017058,0.186551,0.314442,-0.143255,-0.100649,-0.025271,-0.162963,0.168142,0.318182,-0.127874,-0.14168,-0.272553,0.158311,0.214123,-0.005629,0.158491,0.216612,0.136546,-0.157833,-0.370629,0.08,0.158436,0.154529,0.053846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.099023,-0.026675,0.19123,0.367076,0.159312,0.000645,-0.051724,-0.151903,-0.162383,0.170969,-0.085275,0.09095,0.06336,-0.070953,-0.047257,0.025686,-0.015544,-0.150662,0.008748,-0.029446,-0.036408,-0.048489,0.044341,-0.043093,0.123179,0.032429,0.103941,-0.155717,0.145833,0.540107,-0.229167,0.062195,-0.056215,-0.09266,0.006495,-0.015576,0.123418,-0.003944,-0.003959,0.173197,-0.000968,0.147287,-0.170407,-0.10337,-0.051592,0.087307,-0.043854,-0.032946,-0.09352,-0.077377,0.079073,-0.060696,-0.016548,-0.01202,-0.2578,-0.058628,-0.051704,0.092937,0.004535,-0.085779,-0.181481,0.049774,0.048851,0.324658,-0.079628,0.146067,-0.073529,0.025397,-0.092879,-0.069397,-0.111247,-0.063274,0.142438,0.020566,-0.032746,0.063802,0.116279,-0.097588,0.069259,-0.053409,-0.17527,-0.020378,0.010401,-0.014706,0.167164,0.003836,0.057325,-0.072289,-0.032468,-0.104698,-0.058471,-0.071656,0.027444,-0.018364,0,-0.081633,-0.083333,0.084848,-0.191806,-0.052995,0.009732,-0.019277,-0.14742,0.074928,0.010724,-0.055703,0.005618,-0.01676,0.096591,0.137306,-0.074602,0.006154,0.220183,0.010025,0.019851,0.053528,-0.04388,0.043478,-0.018519,-0.018868,0.163462,0.157025,0.239286,0.295389,0.051168,-0.164021,0.163291,0.080399,-0.052953,-0.174194,0.001302,0.154746,-0.030405,0.056911,-0.120879,0.39125,-0.035939,-0.301026,0.077333,-0.185644,-0.024316,-0.115265,0.151408,-0.036697,0.085714,0.266082,0.115473,0.064182,0.021401,-0.062857,0.099967,-0.201493,-0.002336,0.330211,0.283451,0.05487,-0.054616,0.070151,0.017995,-0.271465,-0.093588,-0.089866,0.151563,-0.016453,0.087361,-0.02906,-0.077465,-0.091603,-0.046218,0.123348,-0.039216,-0.026531,-0.048218,-0.03304,-0.070842,-0.081081,-0.029412,0.093664,-0.06801,-0.145946,-0.015823,0.180064,-0.13624,0.091483,0.109827,-0.03125,-0.161513,0.025723,-0.003135,0.003145,-0.115987,0.120567,0.107595,-0.017143,-0.081395,0.079114,0.005865,-0.116808,0.192053,-0.022222,-0.019886,0.098551,0.05277,-0.032581,0.025907,0.118687,-0.002257,-0.063348,-0.021734,0.09901,0.164414,-0.104449,0.144708,0.04717,0.113514,-0.030744,0.245409,0.286863,0.021875,0.629969,0.500938,0.257083,,,-0.645213,0.246729,0.109445,-0.066216,-0.399421,0.183133,0.038697,-0.043137,0.012295,-0.026316,0.051975,0.021739,-0.075435,0.018828,0.014374,-0.087045,0.002217,0,-0.026549,0.045455,0,0.063043,0.153374,0.062057,-0.041736,0.052265,0.02649,-0.022581,0.145215,-0.138329,0.168896,-0.118741,-0.125,0.00352,-0.087619,-0.137787,0.021792,-0.151659,0.01676
17,0.115836,0.123522,0.132164,0.055785,-0.106654,0.259584,-0.083478,-0.240038,-0.186017,0.457055,-0.078947,-0.122286,-0.009115,-0.024967,0.051213,-0.070513,0.09931,-0.145546,-0.017621,-0.179372,0.071038,0.141156,-0.068554,-0.0768,-0.140381,-0.114919,0.214123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051327,0.013468,0.071428,0.477519,-0.132214,0.029021,-0.190364,0.177068,0.134402,0.13587,0.45933,0.662951,-0.242902,-0.371875,-0.19403,-0.149177,0.46312,-0.050413,0.209748,-0.205755,-0.01721,0.151152,-0.01281,-0.144363,0.005687,0.118756,-0.069082,-0.049774,0.061905,0.023318,0.104294,-0.084921,0.076323,-0.17083,-0.061224,-0.18323,0.110266,-0.08105,0.014907,-0.044064,-0.056338,-0.093623,-0.071856,-0.056452,-0.073504,0.031365,-0.078712,0.054369,-0.162063,0.074725,-0.212679,0.21039,-0.070815,0.073903
18,0.078652,0.130952,0.222368,-0.11733,-0.132927,0.080169,-0.158854,0.004644,-0.043143,0.1562,-0.061281,-0.007418,0.032885,0.002894,0.047619,0.084022,0.132147,-0.170595,-0.001353,-0.132791,0.25,0.14125,-0.154436,-0.088083,0.147727,0.069307,0.298611,-0.057041,0.449905,0.249022,-0.254175,0.019594,-0.032258,0.002128,-0.016985,-0.180706,0.353251,-0.005195,0.02611,-0.040076,0.039099,-0.009566,-0.000644,-0.041237,0.002688,0.044906,0.115459,0.07188,-0.068133,-0.09787,0.06956,0.027446,0.091754,-0.031383,-0.085118,-0.067227,-0.061776,-0.050069,0.023827,-0.098025,-0.178264,0.021884,0.190875,0.093823,-0.055754,0.112793,-0.078912,0.052437,0.000702,-0.086957,-0.116743,-0.043478,0.102727,0.01319,-0.043938,-0.128511,-0.003906,-0.040196,-0.065373,0.032787,-0.057143,-0.090909,-0.016049,-0.046424,0.073684,0.221814,0.108325,-0.188235,0.098105,-0.095431,-0.105499,-0.008783,0.007595,-0.135678,0.049419,-0.112188,-0.176287,0.155303,-0.059016,-0.156794,-0.024793,0.042373,-0.195122,0.34596,0.005629,-0.134328,0.099138,-0.078431,-0.038298,0.106195,,-0.128,0.256881,0.037135,-0.066508,0.221374,0.104167,0.071698,0.001761,-0.107206,0.230315,0.304,0.095706,0.171333,-0.032505,-0.374506,0.279621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001127,0.105856,0.063136,,,,0.512452,0.10703,0.470252,0.067315,-0.108276,0.096075,0.143603,0.630789,-0.34,-0.208788,-0.127154,0.096972,0.3176,-0.004857,0.500915,-0.238415,-0.013344,0.342169,-0.100161,0.019261,0.016171,-0.115037,0.013928,-0.088828,-0.055276,0.087234,0.046967,-0.078505,-0.007099,0.050051,-0.088521,-0.167556,-0.029487,-0.025206,0.10929,-0.028325,-0.074778,-0.019178,-0.145251,-0.071895,0.054577,0.020033,-0.03928,0.008518,-0.439189,0.045926,-0.218659,-0.029851,-0.215385,0.147059
19,0.08365,-0.047953,-0.010442,-0.08504,-0.144505,0.181602,-0.202685,-0.242424,0.257333,0.417815,-0.127898,-0.087479,-0.098684,0.020855,0.058223,-0.046332,0.202429,-0.133838,-0.032263,-0.188641,0.15125,0.064061,-0.045918,-0.17861,0.001302,-0.048114,0.202186,-0.105682,0.05972,0.16307,-0.004574,0.252356,0.072742,-0.070928,-0.042785,-0.097283,0.419417,0.443912,-0.160587,-0.045147,0.163712,-0.192991,0.010069,-0.099688,-0.002768,0.081194,0.014121,0.136876,-0.049498,-0.090781,0.093653,-0.002831,0.122072,-0.024035,-0.162302,0.011673,-0.080769,-0.047699,0.078207,-0.093725,-0.197842,0.026906,0.348253,-0.008907,-0.052544,0.246753,-0.111806,0.05473,-0.02298,-0.064492,-0.143552,-0.091856,0.154327,0.018067,-0.042591,-0.175162,0.075281,-0.126437,-0.028708,0.027094,-0.097122,-0.059761,-0.026836,-0.100145,0.075806,0.212894,0.084054,-0.175599,0.060858,-0.079531,-0.072238,-0.025954,-0.010972,-0.091918,0.080279,-0.101777,-0.118705,0.132653,-0.088288,-0.112648,-0.006682,-0.017937,-0.116438,0.346253,0.007678,-0.108571,-0.00641,0.006452,0.038462,0.141975,-0.027027,0.17963,0.158556,0.067751,-0.120863,0.077689,0.079482,-0.054795,0.01087,-0.014337,0.225455,0.15727,0.124359,0.342075,,,,,,0.877655,-0.258371,0.292862,-0.229825,0.172794,-0.320272,0.172944,-0.095675,-0.22971,-0.011289,-0.195052,-0.169031,-0.452347,0.161039,0.138702,0.153242,0.034072,0.182867,0.086351,0.024359,0.073842,0.002331,-0.210465,0.014728,0.088534,0.301333,0.068648,0,-0.034516,0.109235,-0.062668,-0.188157,-0.117647,0.265333,0.224447,-0.128227,0.064166,0.013915,-0.021958,0.014032,0.077491,-0.095034,0.122044,-0.114671,-0.027619,0.05093,-0.068034,-0.102,0.144766,-0.057393,-0.203302,0.011658,0.103713,0.337587,-0.133565,0.136136,-0.237885,-0.109827,0.050649,-0.002472,-0.017348,-0.112232,0.196023,0.009501,-0.034118,-0.049939,-0.030769,0.125661,-0.165687,0.094161,0.185185,-0.100447,-0.064516,0.034483,-0.026923,-0.028986,0.070556,0.051965,-0.019277,-0.085995,0.067742,0.033233,0.165205,0.200753,-0.075235,0.00565,-0.135955,0.107932,0.024648,0.234822,0.434137,0.214748,-0.190628,-0.25,-0.191228,-0.056399,0.747126,0.121053,0.000587,-0.279179,0.489015,-0.055191,0.078658,-0.115282,0.232727,0.00885,0.231725,0.014243,0.018139,-0.006322,-0.063621,-0.092032,0.095238,-0.054658,-0.139947,-0.147441,0.203897,-0.061627,0.063923,,,,,,,,-0.196708,-0.031762,0.024339,0.038223,-0.117413,0.013529,-0.170189,-0.017426
20,-0.011236,-0.007576,0.185115,0.074074,-0.145427,0.050877,-0.171953,-0.197581,0.089196,0.367053,-0.158416,-0.052941,-0.042806,0.022901,0.138806,0.023591,0.778489,-0.257019,-0.004845,0.009737,0.124397,-0.090909,-0.124528,-0.122845,0.041769,-0.050708,0.165217,,,,,,,,,,,,,-0.114665,-0.048458,0.07037,0.068339,0.459919,0.041043,0.184869,-0.009892,-0.017257,-0.123845,-0.105485,0.175708,0.064193,-0.020264,-0.006734,-0.035835,0.029131,-0.029283,-0.017094,-0.145269,0.055057,-0.094158,-0.017533,-0.144678,0.057377,-0.081748,0.074444,-0.060714,-0.007605,-0.108812,-0.046432,-0.111812,-0.103553,0.159683,0.016602,-0.080692,-0.151515,0.013547,-0.09356,-0.037534,0.188022,-0.099648,-0.153646,0.015385,-0.113636,0.252991,0.125512,0.077576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04065,0.148438,-0.189116,0.075503,0.109204,0.744023,-0.11129,-0.161525,0.055195,0.153846,-0.217778,0.119318,-0.20203,0.192112,0.168623,-0.07032,0.039293,-0.038752,-0.073746,-0.087049,0.094186,0.012752,-0.066107,-0.070787,-0.007255,0.001218,-0.053528,-0.138817,0.014925,0,-0.225,0.037951,0.133455,-0.054839,0.204778,0.103399,-0.078306,-0.153203,0.009868,0.026059,-0.015873,-0.148387,0.17803,0.049839,0.012251,-0.071104,0.001629,0.073171,-0.184848,0.180297,0.026772,0.015338,-0.054381,0.079872,-0.031065,-0.007634,0.018461,0.164653,0.079118,-0.090144,0.060766,,,,,,,,,0.722291,0.091829,0.371523,0.353452,-0.453086,0.035877,-0.177582,1.392802,-0.024,-0.019016,-0.331551,0.0985,0.087847,-0.025105,-0.134764,0.077381,-0.133517,0.179065,-0.017575,0.013761,0.149321,-0.118504,-0.095132,0.040474,0.139943,-0.073658,-0.137466,,,0.014062,-0.036466,0.13113,-0.293591,-0.056037,-0.123675,-0.100807,0.350673,-0.10093,0.098228,-0.049092,-0.012023,-0.149606,-0.004209,-0.146238,0.049505
21,0.167781,0.073986,0.571556,0.821833,-0.113008,0.2462,-0.217526,-0.199496,-0.102564,0.502256,0.063063,0.091337,-0.062123,-0.047838,0.021578,0.086696,-0.077459,-0.149945,-0.068722,0.028321,-0.011249,-0.106316,0.096612,-0.02653,0.051429,-0.023829,0.005996,-0.077054,0.190853,1.093463,-0.197121,-0.079307,-0.039604,-0.093471,-0.114102,0.10997,0.131843,0.002384,-0.057764,0.077894,-0.084644,-0.021961,-0.016461,-0.09167,-0.129816,0.00385,0.011026,-0.042674,-0.063893,-0.108466,0.103264,-0.050565,-0.033453,-0.012934,-0.118523,-0.122297,0.00077,-0.032308,0.005564,-0.071937,-0.183135,0.04171,0.06006,0.060434,0.135352,0.237647,-0.121956,-0.02971,-0.068708,-0.054531,-0.092451,-0.053271,0.23692,-0.006385,-0.085141,-0.00878,0.387068,-0.133461,0.106715,-0.088531,-0.130243,-0.109137,0.131054,-0.086482,0.227941,0.028443,0.024017,-0.061834,-0.002273,-0.111617,-0.075271,-0.069897,0.028056,-0.040936,0.019309,-0.068794,-0.184154,0.103675,-0.153389,0.09691,-0.037132,0.003211,0.089189,0.026055,0.029021,-0.028202,-0.072551,0.043025,0.17875,0.065748,0.00398,0.117939,0.152482,0.068673,-0.125571,0.057441,0.007407,-0.055147,0.067445,0.012151,0.320528,0.155455,0.062943,0.290896,-0.021216,-0.133487,0.139599,0.109157,-0.013122,-0.00277,-0.202222,0.16922,0.008934,0.014758,-0.228621,-0.160633,-0.082659,-0.311115,0.121076,-0.292,-0.056497,-0.261477,0.132432,-0.011933,0.164251,0.323651,0.128527,0.168056,0.30321,0.03582,0.117857,-0.165335,0.073684,0.089127,0.101473,-0.042348,0.011637,0.000767,0.098851,0.030683,0.039242,0.046513,0.114259,0.098305,0.205247,-0.139565,-0.043899,-0.086381,-0.087734,0.104575,-0.09552,-0.057009,-0.138751,-0.028858,0.061594,-0.169511,-0.086301,0.041979,-0.082014,-0.195925,0.048733,0.13197,-0.075534,0.111901,-0.038339,-0.089824,-0.074349,-0.022088,0.014374,-0.040486,-0.126582,0.137681,-0.006369,-0.008547,-0.043103,-0.074324,0.396594,-0.221894,0.166292,0.125241,0.030822,-0.114618,0.026266,-0.034735,0.263258,-0.077961,-0.087805,-0.085562,0.044834,0.110251,0.033898,0.04918,0.025,0.032012,0.190547,-0.109181,0.21727,0.033181,0.269103,0.196335,0.094092,0.019462,-0.219016,-0.269521,-0.089655,0.386364,0.343352,-0.182373,-0.341625,-0.017632,0.183333,-0.022752,-0.049889,0.2922,0.039964,-0.040175,-0.050046,0.006705,0.036156,-0.134068,0.005302,0.031646,-0.05317,-0.139309,0.060226,0.021343,-0.018648,0.092637,0.026087,-0.019068,-0.019438,0.071586,-0.08222,-0.026876,0.005754,0.06865,-0.142398,-0.142104,0.01173,-0.102899,-0.01454,-0.116393,0.128015
22,0.06661,-0.002402,0.155698,-0.006944,-0.111189,0.128245,-0.255987,-0.142586,-0.145233,0.206226,-0.145161,-0.003774,-0.010101,0.043367,0.05868,-0.003464,0.155272,-0.126379,-0.054967,-0.195545,0.184615,0.012987,-0.05,-0.091768,-0.044577,-0.048212,0.174837,-0.054242,0.013235,0.259797,0.04501,-0.021182,-0.044419,-0.070322,0.051282,-0.084146,0.033289,0.108247,0.212791,-0.058485,0.059063,0.134615,0.025109,-0.035058,-0.072664,0.06903,0.115183,0.032864,0.042424,-0.125,0.102159,-0.000754,0.08371,0.082811,-0.012371,-0.07082,-0.062809,0.063253,-0.058782,-0.080512,-0.208674,0.04757,0.157947,0.1526,-0.127219,0.2,-0.051297,0.034483,-0.027536,-0.036513,-0.044084,-0.078479,0.116769,-0.003931,0.082084,0.051787,0.039528,0.02068,0.140414,-0.032634,-0.038554,0.077694,-0.014535,0.081416,0.074741,0.07868,0.122353,0.045283,-0.006017,0.001157,0.113369,-0.108069,0.224556,0.043536,-0.043405,0.042731,0.051965,0.165462,0.110269,0.007138,-0.127889,-0.021908,-0.115595,0.030501,-0.090909,-0.181977,-0.093106,0.043887,0.063063,0.014831,,0.101601,0.113273,-0.030544,-0.072516,0.02111,0.026034,0.041045,0.051613,0.248125,0.037684,0.031579,0.220408,0.061455,0.075226,-0.031136,0.100019,0.142757,-0.082154,-0.107275,-0.107398,0.121582,-0.186047,0.051613,-0.259422,0.086391,-0.118736,-0.140915,0.064659,-0.158898,0.049538,-0.2456,0.062566,-0.051896,0.075789,0.033268,0.136364,0.031667,0.040388,0.09472,0.133356,-0.212532,0.028712,0.080542,0.072325,0.041294,0.006609,0.024294,0.030128,-0.119477,-0.118021,-0.075321,0.130849,0.121546,-0.051821,0.097489,-0.055182,-0.000712,0.096935,0.217674,-0.131804,-0.0504,-0.078964,-0.016866,-0.024257,-0.0757,-0.079443,-0.009786,-0.055705,-0.114177,0.034372,0.064382,-0.083902,0.110756,0.001918,0.048804,-0.136582,-0.027563,-0.013605,0.010345,0.029579,0.123757,0.503441,-0.109222,-0.055066,0.202797,-0.152455,-0.204268,0.016719,0.373905,-0.02764,0.074344,0.097015,-0.024119,-0.034854,-0.042022,-0.022618,-0.07784,-0.013688,0.000771,0.043413,0.032725,0.116433,0.066007,0.095356,0.26173,-0.142473,0.083072,0.12494,0.144511,,,,,,-0.240045,-0.088456,0.058114,-0.343005,0.19795,0.131007,-0.060536,-0.035316,0.012203,0.039405,0.033813,0.014537,0.011343,0.242031,-0.095532,-0.049396,0.040354,0.121148,0.16872,0.006894,0.198147,-0.05916,0.012712,-0.087612,-0.001181,-0.048857,,,,,,,,-0.173931,-0.001065,0.030384,-0.106053,-0.008681
